game_pk,date,batting_team,game_third,runs
718781,2023-03-30,New York Yankees,Innings 7+,2
718782,2023-03-30,Baltimore Orioles,Innings 1-3,1
718782,2023-03-30,Baltimore Orioles,Innings 4-6,6
718782,2023-03-30,Baltimore Orioles,Innings 7+,2
718782,2023-03-30,Boston Red Sox,Innings 1-3,1
718782,2023-03-30,Boston Red Sox,Innings 4-6,3
718782,2023-03-30,Boston Red Sox,Innings 7+,5
718777,2023-03-30,Chicago Cubs,Innings 1-3,4
718776,2023-03-30,Tampa Bay Rays,Innings 1-3,1
718776,2023-03-30,Tampa Bay Rays,Innings 4-6,2
718776,2023-03-30,Tampa Bay Rays,Innings 7+,1
718779,2023-03-30,Philadelphia Phillies,Innings 1-3,3
718779,2023-03-30,Philadelphia Phillies,Innings 4-6,2
718779,2023-03-30,Philadelphia Phillies,Innings 7+,1
718779,2023-03-30,Texas Rangers,Innings 4-6,10
718773,2023-03-30,Cincinnati Reds,Innings 1-3,1
718773,2023-03-30,Cincinnati Reds,Innings 4-6,3
718773,2023-03-30,Pittsburgh Pirates,Innings 1-3,1
718773,2023-03-30,Pittsburgh Pirates,Innings 4-6,2
718773,2023-03-30,Pittsburgh Pirates,Innings 7+,1
718772,2023-03-30,St. Louis Cardinals,Innings 1-3,3
718772,2023-03-30,St. Louis Cardinals,Innings 4-6,3
718772,2023-03-30,St. Louis Cardinals,Innings 7+,3
718772,2023-03-30,Toronto Blue Jays,Innings 1-3,4
718772,2023-03-30,Toronto Blue Jays,Innings 4-6,1
718772,2023-03-30,Toronto Blue Jays,Innings 7+,5
718775,2023-03-30,Minnesota Twins,Innings 4-6,2
718774,2023-03-30,Miami Marlins,Innings 4-6,3
718774,2023-03-30,New York Mets,Innings 1-3,1
718774,2023-03-30,New York Mets,Innings 4-6,2
718774,2023-03-30,New York Mets,Innings 7+,2
718768,2023-03-30,Chicago White Sox,Innings 7+,3
718768,2023-03-30,Houston Astros,Innings 7+,1
718778,2023-03-31,Colorado Rockies,Innings 1-3,1
718778,2023-03-31,Colorado Rockies,Innings 4-6,4
718778,2023-03-31,Colorado Rockies,Innings 7+,2
718778,2023-03-31,San Diego Padres,Innings 1-3,1
718778,2023-03-31,San Diego Padres,Innings 4-6,1
718769,2023-03-31,Los Angeles Angels,Innings 4-6,1
718769,2023-03-31,Oakland Athletics,Innings 7+,2
718770,2023-03-31,Arizona Diamondbacks,Innings 1-3,2
718770,2023-03-31,Los Angeles Dodgers,Innings 1-3,2
718770,2023-03-31,Los Angeles Dodgers,Innings 4-6,5
718770,2023-03-31,Los Angeles Dodgers,Innings 7+,1
718767,2023-03-31,Seattle Mariners,Innings 7+,3
717236,2023-07-28,Detroit Tigers,Innings 4-6,1
717236,2023-07-28,Detroit Tigers,Innings 7+,4
717236,2023-07-28,Miami Marlins,Innings 1-3,4
717236,2023-07-28,Miami Marlins,Innings 7+,2
717234,2023-07-28,Philadelphia Phillies,Innings 1-3,2
717234,2023-07-28,Pittsburgh Pirates,Innings 4-6,1
717237,2023-07-28,Baltimore Orioles,Innings 7+,1
717235,2023-07-28,Los Angeles Angels,Innings 1-3,1
717235,2023-07-28,Toronto Blue Jays,Innings 1-3,2
717235,2023-07-28,Toronto Blue Jays,Innings 4-6,1
717235,2023-07-28,Toronto Blue Jays,Innings 7+,1
717230,2023-07-28,New York Mets,Innings 4-6,3
717230,2023-07-28,New York Mets,Innings 7+,2
717230,2023-07-28,Washington Nationals,Innings 7+,1
717228,2023-07-28,Chicago White Sox,Innings 1-3,1
717228,2023-07-28,Chicago White Sox,Innings 4-6,1
717228,2023-07-28,Chicago White Sox,Innings 7+,1
717231,2023-07-28,Atlanta Braves,Innings 1-3,3
717231,2023-07-28,Atlanta Braves,Innings 4-6,3
717231,2023-07-28,Atlanta Braves,Innings 7+,4
717231,2023-07-28,Milwaukee Brewers,Innings 1-3,2
717231,2023-07-28,Milwaukee Brewers,Innings 4-6,2
717231,2023-07-28,Milwaukee Brewers,Innings 7+,3
717229,2023-07-29,Houston Astros,Innings 1-3,1
717229,2023-07-29,Houston Astros,Innings 4-6,2
717229,2023-07-29,Tampa Bay Rays,Innings 1-3,3
717229,2023-07-29,Tampa Bay Rays,Innings 7+,1
717232,2023-07-29,Kansas City Royals,Innings 1-3,1
717232,2023-07-29,Kansas City Royals,Innings 4-6,2
717232,2023-07-29,Kansas City Royals,Innings 7+,4
717232,2023-07-29,Minnesota Twins,Innings 4-6,1
717232,2023-07-29,Minnesota Twins,Innings 7+,3
717226,2023-07-29,Chicago Cubs,Innings 4-6,3
717226,2023-07-29,St. Louis Cardinals,Innings 1-3,2
717227,2023-07-29,Colorado Rockies,Innings 4-6,1
717227,2023-07-29,Colorado Rockies,Innings 7+,4
717227,2023-07-29,Oakland Athletics,Innings 1-3,5
717227,2023-07-29,Oakland Athletics,Innings 4-6,2
717227,2023-07-29,Oakland Athletics,Innings 7+,1
717223,2023-07-29,Seattle Mariners,Innings 1-3,4
717223,2023-07-29,Seattle Mariners,Innings 7+,1
717224,2023-07-29,San Diego Padres,Innings 1-3,2
717224,2023-07-29,San Diego Padres,Innings 4-6,5
717224,2023-07-29,Texas Rangers,Innings 7+,1
717225,2023-07-29,Cincinnati Reds,Innings 1-3,3
717225,2023-07-29,Cincinnati Reds,Innings 7+,3
717225,2023-07-29,Los Angeles Dodgers,Innings 1-3,1
717225,2023-07-29,Los Angeles Dodgers,Innings 4-6,1
717225,2023-07-29,Los Angeles Dodgers,Innings 7+,3
717220,2023-07-29,Boston Red Sox,Innings 1-3,1
717220,2023-07-29,Boston Red Sox,Innings 4-6,1
717220,2023-07-29,Boston Red Sox,Innings 7+,1
717220,2023-07-29,San Francisco Giants,Innings 4-6,1
717220,2023-07-29,San Francisco Giants,Innings 7+,1
717222,2023-07-29,Los Angeles Angels,Innings 4-6,1
717222,2023-07-29,Toronto Blue Jays,Innings 4-6,2
717222,2023-07-29,Toronto Blue Jays,Innings 7+,4
717218,2023-07-29,Detroit Tigers,Innings 1-3,3
717218,2023-07-29,Detroit Tigers,Innings 4-6,1
717218,2023-07-29,Detroit Tigers,Innings 7+,1
717216,2023-07-29,Philadelphia Phillies,Innings 4-6,5
717216,2023-07-29,Philadelphia Phillies,Innings 7+,1
717216,2023-07-29,Pittsburgh Pirates,Innings 1-3,1
717216,2023-07-29,Pittsburgh Pirates,Innings 4-6,6
717215,2023-07-29,New York Mets,Innings 1-3,1
717215,2023-07-29,New York Mets,Innings 4-6,3
717215,2023-07-29,New York Mets,Innings 7+,2
717215,2023-07-29,Washington Nationals,Innings 1-3,8
717215,2023-07-29,Washington Nationals,Innings 7+,3
717207,2023-07-29,Kansas City Royals,Innings 1-3,6
717207,2023-07-29,Kansas City Royals,Innings 4-6,1
717207,2023-07-29,Kansas City Royals,Innings 7+,3
717207,2023-07-29,Minnesota Twins,Innings 4-6,5
717207,2023-07-29,Minnesota Twins,Innings 7+,2
717217,2023-07-29,Chicago White Sox,Innings 1-3,1
717217,2023-07-29,Chicago White Sox,Innings 4-6,4
717217,2023-07-29,Chicago White Sox,Innings 7+,2
717217,2023-07-29,Cleveland Guardians,Innings 7+,2
717221,2023-07-29,Boston Red Sox,Innings 7+,2
717221,2023-07-29,San Francisco Giants,Innings 1-3,1
717221,2023-07-29,San Francisco Giants,Innings 4-6,1
717221,2023-07-29,San Francisco Giants,Innings 7+,1
717213,2023-07-29,Chicago Cubs,Innings 1-3,2
717213,2023-07-29,Chicago Cubs,Innings 4-6,2
717213,2023-07-29,Chicago Cubs,Innings 7+,1
717213,2023-07-29,St. Louis Cardinals,Innings 1-3,1
717214,2023-07-29,Houston Astros,Innings 1-3,2
717214,2023-07-29,Houston Astros,Innings 4-6,9
717214,2023-07-29,Houston Astros,Innings 7+,6
717214,2023-07-29,Tampa Bay Rays,Innings 7+,4
717219,2023-07-29,Baltimore Orioles,Innings 1-3,2
717219,2023-07-29,Baltimore Orioles,Innings 4-6,1
717219,2023-07-29,New York Yankees,Innings 1-3,3
717219,2023-07-29,New York Yankees,Innings 4-6,5
717211,2023-07-29,Atlanta Braves,Innings 1-3,6
717211,2023-07-29,Atlanta Braves,Innings 4-6,3
717211,2023-07-29,Atlanta Braves,Innings 7+,2
717211,2023-07-29,Milwaukee Brewers,Innings 4-6,1
717211,2023-07-29,Milwaukee Brewers,Innings 7+,4
717212,2023-07-30,Colorado Rockies,Innings 1-3,2
717212,2023-07-30,Colorado Rockies,Innings 7+,1
717212,2023-07-30,Oakland Athletics,Innings 1-3,5
717212,2023-07-30,Oakland Athletics,Innings 4-6,4
717212,2023-07-30,Oakland Athletics,Innings 7+,1
717210,2023-07-30,Arizona Diamondbacks,Innings 4-6,3
717210,2023-07-30,Arizona Diamondbacks,Innings 7+,1
717210,2023-07-30,Seattle Mariners,Innings 1-3,2
717210,2023-07-30,Seattle Mariners,Innings 4-6,1
717209,2023-07-30,San Diego Padres,Innings 1-3,4
717205,2023-07-30,Cincinnati Reds,Innings 4-6,2
717205,2023-07-30,Los Angeles Dodgers,Innings 1-3,2
717205,2023-07-30,Los Angeles Dodgers,Innings 4-6,1
717201,2023-07-30,Los Angeles Angels,Innings 1-3,1
717201,2023-07-30,Los Angeles Angels,Innings 7+,2
717201,2023-07-30,Toronto Blue Jays,Innings 4-6,1
717201,2023-07-30,Toronto Blue Jays,Innings 7+,1
717208,2023-07-30,Philadelphia Phillies,Innings 4-6,2
717208,2023-07-30,Philadelphia Phillies,Innings 7+,2
717208,2023-07-30,Pittsburgh Pirates,Innings 4-6,2
717208,2023-07-30,Pittsburgh Pirates,Innings 7+,4
717206,2023-07-30,Atlanta Braves,Innings 1-3,5
717206,2023-07-30,Atlanta Braves,Innings 4-6,1
717206,2023-07-30,Atlanta Braves,Innings 7+,2
717206,2023-07-30,Milwaukee Brewers,Innings 1-3,2
717206,2023-07-30,Milwaukee Brewers,Innings 4-6,3
717203,2023-07-30,New York Mets,Innings 1-3,4
717203,2023-07-30,New York Mets,Innings 4-6,1
717203,2023-07-30,Washington Nationals,Innings 7+,1
717202,2023-07-30,Detroit Tigers,Innings 1-3,4
717202,2023-07-30,Detroit Tigers,Innings 7+,2
717202,2023-07-30,Miami Marlins,Innings 4-6,5
717202,2023-07-30,Miami Marlins,Innings 7+,3
717196,2023-07-30,Houston Astros,Innings 4-6,2
717196,2023-07-30,Tampa Bay Rays,Innings 1-3,4
717196,2023-07-30,Tampa Bay Rays,Innings 4-6,4
717198,2023-07-30,Kansas City Royals,Innings 1-3,2
717198,2023-07-30,Minnesota Twins,Innings 1-3,1
717204,2023-07-30,Cleveland Guardians,Innings 1-3,1
717204,2023-07-30,Cleveland Guardians,Innings 4-6,2
717204,2023-07-30,Cleveland Guardians,Innings 7+,2
717195,2023-07-30,St. Louis Cardinals,Innings 1-3,3
717199,2023-07-30,Colorado Rockies,Innings 1-3,1
717199,2023-07-30,Colorado Rockies,Innings 4-6,1
717197,2023-07-30,Boston Red Sox,Innings 7+,3
717197,2023-07-30,San Francisco Giants,Innings 1-3,1
717197,2023-07-30,San Francisco Giants,Innings 4-6,1
717197,2023-07-30,San Francisco Giants,Innings 7+,2
717194,2023-07-30,Cincinnati Reds,Innings 1-3,7
717194,2023-07-30,Cincinnati Reds,Innings 4-6,1
717194,2023-07-30,Cincinnati Reds,Innings 7+,1
717193,2023-07-30,Seattle Mariners,Innings 1-3,3
717193,2023-07-30,Seattle Mariners,Innings 7+,1
717191,2023-07-30,San Diego Padres,Innings 1-3,1
717191,2023-07-30,San Diego Padres,Innings 4-6,3
717191,2023-07-30,San Diego Padres,Innings 7+,1
717191,2023-07-30,Texas Rangers,Innings 4-6,3
717200,2023-07-30,Baltimore Orioles,Innings 1-3,7
717200,2023-07-30,Baltimore Orioles,Innings 4-6,2
717200,2023-07-30,New York Yankees,Innings 1-3,1
717200,2023-07-30,New York Yankees,Innings 4-6,2
717189,2023-07-31,Miami Marlins,Innings 1-3,2
717189,2023-07-31,Philadelphia Phillies,Innings 4-6,2
717189,2023-07-31,Philadelphia Phillies,Innings 7+,2
717185,2023-07-31,New York Yankees,Innings 1-3,1
717185,2023-07-31,Tampa Bay Rays,Innings 1-3,3
717185,2023-07-31,Tampa Bay Rays,Innings 4-6,2
717192,2023-07-31,Milwaukee Brewers,Innings 1-3,1
717192,2023-07-31,Milwaukee Brewers,Innings 4-6,1
717192,2023-07-31,Milwaukee Brewers,Innings 7+,1
717192,2023-07-31,Washington Nationals,Innings 1-3,1
717192,2023-07-31,Washington Nationals,Innings 4-6,1
717192,2023-07-31,Washington Nationals,Innings 7+,3
717186,2023-07-31,Baltimore Orioles,Innings 1-3,4
717186,2023-07-31,Toronto Blue Jays,Innings 4-6,1
717186,2023-07-31,Toronto Blue Jays,Innings 7+,1
717187,2023-07-31,Atlanta Braves,Innings 4-6,1
717187,2023-07-31,Los Angeles Angels,Innings 1-3,1
717187,2023-07-31,Los Angeles Angels,Innings 4-6,2
717187,2023-07-31,Los Angeles Angels,Innings 7+,1
717188,2023-08-01,Chicago Cubs,Innings 1-3,4
717188,2023-08-01,Chicago Cubs,Innings 7+,1
717188,2023-08-01,Cincinnati Reds,Innings 1-3,6
717184,2023-08-01,Cleveland Guardians,Innings 1-3,2
717184,2023-08-01,Cleveland Guardians,Innings 7+,1
717184,2023-08-01,Houston Astros,Innings 4-6,4
717184,2023-08-01,Houston Astros,Innings 7+,2
717179,2023-08-01,Colorado Rockies,Innings 4-6,3
717179,2023-08-01,Colorado Rockies,Innings 7+,1
717179,2023-08-01,San Diego Padres,Innings 4-6,1
717179,2023-08-01,San Diego Padres,Innings 7+,2
717181,2023-08-01,Boston Red Sox,Innings 7+,1
717181,2023-08-01,Seattle Mariners,Innings 1-3,1
717181,2023-08-01,Seattle Mariners,Innings 7+,5
717190,2023-08-01,Arizona Diamondbacks,Innings 4-6,2
717190,2023-08-01,Arizona Diamondbacks,Innings 7+,2
717190,2023-08-01,San Francisco Giants,Innings 1-3,1
717190,2023-08-01,San Francisco Giants,Innings 4-6,1
717182,2023-08-01,Miami Marlins,Innings 1-3,1
717182,2023-08-01,Philadelphia Phillies,Innings 7+,3
717178,2023-08-01,Detroit Tigers,Innings 7+,1
717178,2023-08-01,Pittsburgh Pirates,Innings 1-3,3
717178,2023-08-01,Pittsburgh Pirates,Innings 4-6,1
717175,2023-08-01,New York Yankees,Innings 7+,2
717175,2023-08-01,Tampa Bay Rays,Innings 1-3,4
717175,2023-08-01,Tampa Bay Rays,Innings 4-6,1
717183,2023-08-01,Milwaukee Brewers,Innings 1-3,1
717183,2023-08-01,Milwaukee Brewers,Innings 4-6,4
717183,2023-08-01,Milwaukee Brewers,Innings 7+,1
717183,2023-08-01,Washington Nationals,Innings 1-3,3
717183,2023-08-01,Washington Nationals,Innings 7+,1
717177,2023-08-01,Baltimore Orioles,Innings 1-3,3
717177,2023-08-01,Baltimore Orioles,Innings 4-6,1
717177,2023-08-01,Baltimore Orioles,Innings 7+,8
717177,2023-08-01,Toronto Blue Jays,Innings 1-3,3
717176,2023-08-01,Atlanta Braves,Innings 1-3,1
717176,2023-08-01,Atlanta Braves,Innings 4-6,1
717176,2023-08-01,Atlanta Braves,Innings 7+,3
717176,2023-08-01,Los Angeles Angels,Innings 4-6,1
717174,2023-08-01,Minnesota Twins,Innings 4-6,1
717174,2023-08-01,Minnesota Twins,Innings 7+,2
717174,2023-08-01,St. Louis Cardinals,Innings 4-6,1
717174,2023-08-01,St. Louis Cardinals,Innings 7+,1
717173,2023-08-02,Chicago Cubs,Innings 1-3,9
717173,2023-08-02,Chicago Cubs,Innings 4-6,3
717173,2023-08-02,Chicago Cubs,Innings 7+,7
717173,2023-08-02,Cincinnati Reds,Innings 1-3,1
717173,2023-08-02,Cincinnati Reds,Innings 4-6,3
717173,2023-08-02,Cincinnati Reds,Innings 7+,4
717168,2023-08-02,Texas Rangers,Innings 4-6,1
717168,2023-08-02,Texas Rangers,Innings 7+,1
717172,2023-08-02,Houston Astros,Innings 1-3,2
717170,2023-08-02,Kansas City Royals,Innings 4-6,1
717170,2023-08-02,Kansas City Royals,Innings 7+,5
717170,2023-08-02,New York Mets,Innings 1-3,1
717170,2023-08-02,New York Mets,Innings 7+,5
717169,2023-08-02,Colorado Rockies,Innings 1-3,1
717169,2023-08-02,Colorado Rockies,Innings 7+,4
717169,2023-08-02,San Diego Padres,Innings 1-3,1
717169,2023-08-02,San Diego Padres,Innings 4-6,4
717169,2023-08-02,San Diego Padres,Innings 7+,3
717167,2023-08-02,Boston Red Sox,Innings 4-6,6
717167,2023-08-02,Seattle Mariners,Innings 1-3,1
717167,2023-08-02,Seattle Mariners,Innings 4-6,3
717180,2023-08-02,Arizona Diamondbacks,Innings 4-6,3
717180,2023-08-02,San Francisco Giants,Innings 4-6,3
717180,2023-08-02,San Francisco Giants,Innings 7+,1
717171,2023-08-02,Los Angeles Dodgers,Innings 4-6,4
717171,2023-08-02,Los Angeles Dodgers,Innings 7+,3
717171,2023-08-02,Oakland Athletics,Innings 4-6,1
717171,2023-08-02,Oakland Athletics,Innings 7+,2
717165,2023-08-02,Atlanta Braves,Innings 1-3,3
717165,2023-08-02,Atlanta Braves,Innings 4-6,8
717165,2023-08-02,Atlanta Braves,Innings 7+,1
717165,2023-08-02,Los Angeles Angels,Innings 4-6,4
717165,2023-08-02,Los Angeles Angels,Innings 7+,1
717166,2023-08-02,Detroit Tigers,Innings 1-3,1
717166,2023-08-02,Detroit Tigers,Innings 4-6,4
717166,2023-08-02,Detroit Tigers,Innings 7+,1
717166,2023-08-02,Pittsburgh Pirates,Innings 1-3,1
717166,2023-08-02,Pittsburgh Pirates,Innings 4-6,1
717166,2023-08-02,Pittsburgh Pirates,Innings 7+,1
717162,2023-08-02,Milwaukee Brewers,Innings 1-3,1
717162,2023-08-02,Milwaukee Brewers,Innings 4-6,1
717162,2023-08-02,Washington Nationals,Innings 1-3,1
717162,2023-08-02,Washington Nationals,Innings 7+,2
717163,2023-08-02,Cleveland Guardians,Innings 1-3,2
717163,2023-08-02,Houston Astros,Innings 1-3,2
717163,2023-08-02,Houston Astros,Innings 4-6,1
717158,2023-08-02,Colorado Rockies,Innings 4-6,1
717158,2023-08-02,San Diego Padres,Innings 1-3,3
717158,2023-08-02,San Diego Padres,Innings 4-6,1
717158,2023-08-02,San Diego Padres,Innings 7+,7
717161,2023-08-02,Boston Red Sox,Innings 1-3,2
717161,2023-08-02,Boston Red Sox,Innings 4-6,1
717161,2023-08-02,Seattle Mariners,Innings 4-6,2
717161,2023-08-02,Seattle Mariners,Innings 7+,3
717159,2023-08-02,Miami Marlins,Innings 4-6,2
717159,2023-08-02,Miami Marlins,Innings 7+,7
717159,2023-08-02,Philadelphia Phillies,Innings 4-6,5
717159,2023-08-02,Philadelphia Phillies,Innings 7+,3
717160,2023-08-02,New York Yankees,Innings 1-3,5
717160,2023-08-02,New York Yankees,Innings 7+,1
717160,2023-08-02,Tampa Bay Rays,Innings 1-3,2
717157,2023-08-02,Baltimore Orioles,Innings 4-6,1
717157,2023-08-02,Toronto Blue Jays,Innings 4-6,4
717155,2023-08-02,Minnesota Twins,Innings 7+,3
717155,2023-08-02,St. Louis Cardinals,Innings 1-3,7
717153,2023-08-03,Chicago Cubs,Innings 1-3,2
717153,2023-08-03,Chicago Cubs,Innings 4-6,8
717153,2023-08-03,Chicago Cubs,Innings 7+,6
717153,2023-08-03,Cincinnati Reds,Innings 1-3,3
717153,2023-08-03,Cincinnati Reds,Innings 4-6,2
717153,2023-08-03,Cincinnati Reds,Innings 7+,1
717152,2023-08-03,Chicago White Sox,Innings 7+,1
717152,2023-08-03,Texas Rangers,Innings 1-3,7
717152,2023-08-03,Texas Rangers,Innings 4-6,4
717156,2023-08-03,Kansas City Royals,Innings 1-3,3
717156,2023-08-03,Kansas City Royals,Innings 7+,1
717164,2023-08-03,Arizona Diamondbacks,Innings 1-3,2
717164,2023-08-03,San Francisco Giants,Innings 4-6,4
717154,2023-08-03,Los Angeles Dodgers,Innings 1-3,8
717154,2023-08-03,Los Angeles Dodgers,Innings 4-6,1
717154,2023-08-03,Los Angeles Dodgers,Innings 7+,1
717154,2023-08-03,Oakland Athletics,Innings 1-3,1
717147,2023-08-03,Miami Marlins,Innings 4-6,1
717147,2023-08-03,Miami Marlins,Innings 7+,1
717147,2023-08-03,Philadelphia Phillies,Innings 1-3,2
717147,2023-08-03,Philadelphia Phillies,Innings 7+,2
717149,2023-08-03,Chicago White Sox,Innings 1-3,3
717149,2023-08-03,Texas Rangers,Innings 1-3,2
717149,2023-08-03,Texas Rangers,Innings 4-6,2
717149,2023-08-03,Texas Rangers,Innings 7+,1
717148,2023-08-03,Kansas City Royals,Innings 1-3,3
717148,2023-08-03,Kansas City Royals,Innings 7+,6
717148,2023-08-03,New York Mets,Innings 7+,2
717150,2023-08-03,Baltimore Orioles,Innings 1-3,2
717150,2023-08-03,Baltimore Orioles,Innings 4-6,1
717150,2023-08-03,Baltimore Orioles,Innings 7+,3
717150,2023-08-03,Toronto Blue Jays,Innings 4-6,1
717151,2023-08-03,San Francisco Giants,Innings 4-6,1
717142,2023-08-03,Houston Astros,Innings 1-3,2
717142,2023-08-03,Houston Astros,Innings 4-6,1
717142,2023-08-03,New York Yankees,Innings 1-3,3
717142,2023-08-03,New York Yankees,Innings 4-6,1
717143,2023-08-03,Milwaukee Brewers,Innings 1-3,5
717143,2023-08-03,Milwaukee Brewers,Innings 4-6,6
717143,2023-08-03,Milwaukee Brewers,Innings 7+,3
717143,2023-08-03,Pittsburgh Pirates,Innings 1-3,1
717145,2023-08-03,Minnesota Twins,Innings 1-3,4
717145,2023-08-03,Minnesota Twins,Innings 4-6,1
717145,2023-08-03,St. Louis Cardinals,Innings 1-3,1
717145,2023-08-03,St. Louis Cardinals,Innings 4-6,1
717145,2023-08-03,St. Louis Cardinals,Innings 7+,1
717146,2023-08-04,Chicago Cubs,Innings 1-3,4
717146,2023-08-04,Chicago Cubs,Innings 7+,1
717146,2023-08-04,Cincinnati Reds,Innings 1-3,1
717146,2023-08-04,Cincinnati Reds,Innings 4-6,1
717146,2023-08-04,Cincinnati Reds,Innings 7+,1
717144,2023-08-04,Los Angeles Angels,Innings 4-6,2
717144,2023-08-04,Los Angeles Angels,Innings 7+,1
717144,2023-08-04,Seattle Mariners,Innings 4-6,1
717144,2023-08-04,Seattle Mariners,Innings 7+,3
717137,2023-08-04,Los Angeles Dodgers,Innings 1-3,2
717137,2023-08-04,Los Angeles Dodgers,Innings 4-6,4
717137,2023-08-04,Los Angeles Dodgers,Innings 7+,2
717137,2023-08-04,Oakland Athletics,Innings 4-6,1
717137,2023-08-04,Oakland Athletics,Innings 7+,1
717141,2023-08-04,Atlanta Braves,Innings 4-6,7
717141,2023-08-04,Atlanta Braves,Innings 7+,1
717139,2023-08-04,Cincinnati Reds,Innings 1-3,3
717139,2023-08-04,Washington Nationals,Innings 4-6,1
717139,2023-08-04,Washington Nationals,Innings 7+,5
717135,2023-08-04,Tampa Bay Rays,Innings 1-3,4
717135,2023-08-04,Tampa Bay Rays,Innings 4-6,3
717135,2023-08-04,Tampa Bay Rays,Innings 7+,1
717134,2023-08-04,Baltimore Orioles,Innings 4-6,6
717134,2023-08-04,Baltimore Orioles,Innings 7+,4
717134,2023-08-04,New York Mets,Innings 4-6,2
717134,2023-08-04,New York Mets,Innings 7+,1
717140,2023-08-04,Kansas City Royals,Innings 1-3,2
717140,2023-08-04,Kansas City Royals,Innings 4-6,4
717140,2023-08-04,Kansas City Royals,Innings 7+,1
717140,2023-08-04,Philadelphia Phillies,Innings 1-3,2
717140,2023-08-04,Philadelphia Phillies,Innings 4-6,3
717138,2023-08-04,Houston Astros,Innings 1-3,4
717138,2023-08-04,Houston Astros,Innings 4-6,3
717138,2023-08-04,New York Yankees,Innings 1-3,1
717138,2023-08-04,New York Yankees,Innings 4-6,1
717138,2023-08-04,New York Yankees,Innings 7+,1
717136,2023-08-04,Boston Red Sox,Innings 1-3,2
717136,2023-08-04,Boston Red Sox,Innings 7+,1
717136,2023-08-04,Toronto Blue Jays,Innings 1-3,3
717136,2023-08-04,Toronto Blue Jays,Innings 4-6,3
717136,2023-08-04,Toronto Blue Jays,Innings 7+,1
717132,2023-08-04,Chicago White Sox,Innings 1-3,2
717132,2023-08-04,Cleveland Guardians,Innings 1-3,1
717132,2023-08-04,Cleveland Guardians,Innings 4-6,2
717133,2023-08-05,Miami Marlins,Innings 1-3,2
717133,2023-08-05,Texas Rangers,Innings 1-3,3
717133,2023-08-05,Texas Rangers,Innings 4-6,1
717133,2023-08-05,Texas Rangers,Innings 7+,2
717128,2023-08-05,Arizona Diamondbacks,Innings 1-3,1
717128,2023-08-05,Arizona Diamondbacks,Innings 4-6,1
717128,2023-08-05,Minnesota Twins,Innings 1-3,1
717128,2023-08-05,Minnesota Twins,Innings 4-6,1
717128,2023-08-05,Minnesota Twins,Innings 7+,1
717131,2023-08-05,Milwaukee Brewers,Innings 1-3,2
717131,2023-08-05,Milwaukee Brewers,Innings 4-6,1
717131,2023-08-05,Milwaukee Brewers,Innings 7+,1
717131,2023-08-05,Pittsburgh Pirates,Innings 1-3,6
717131,2023-08-05,Pittsburgh Pirates,Innings 4-6,2
717127,2023-08-05,Colorado Rockies,Innings 1-3,7
717127,2023-08-05,Colorado Rockies,Innings 4-6,1
717127,2023-08-05,Colorado Rockies,Innings 7+,1
717127,2023-08-05,St. Louis Cardinals,Innings 1-3,2
717127,2023-08-05,St. Louis Cardinals,Innings 4-6,1
717127,2023-08-05,St. Louis Cardinals,Innings 7+,1
717130,2023-08-05,Los Angeles Angels,Innings 1-3,5
717130,2023-08-05,Los Angeles Angels,Innings 4-6,2
717130,2023-08-05,Seattle Mariners,Innings 1-3,5
717130,2023-08-05,Seattle Mariners,Innings 4-6,2
717130,2023-08-05,Seattle Mariners,Innings 7+,2
717129,2023-08-05,Los Angeles Dodgers,Innings 1-3,1
717129,2023-08-05,Los Angeles Dodgers,Innings 7+,9
717129,2023-08-05,San Diego Padres,Innings 4-6,2
717129,2023-08-05,San Diego Padres,Innings 7+,2
717126,2023-08-05,Houston Astros,Innings 1-3,1
717126,2023-08-05,New York Yankees,Innings 1-3,1
717126,2023-08-05,New York Yankees,Innings 4-6,1
717126,2023-08-05,New York Yankees,Innings 7+,1
717122,2023-08-05,Detroit Tigers,Innings 1-3,1
717122,2023-08-05,Detroit Tigers,Innings 4-6,3
717122,2023-08-05,Tampa Bay Rays,Innings 1-3,1
717122,2023-08-05,Tampa Bay Rays,Innings 7+,1
717121,2023-08-05,Atlanta Braves,Innings 1-3,2
717121,2023-08-05,Atlanta Braves,Innings 4-6,2
717121,2023-08-05,Atlanta Braves,Innings 7+,2
717121,2023-08-05,Chicago Cubs,Innings 1-3,5
717121,2023-08-05,Chicago Cubs,Innings 4-6,2
717121,2023-08-05,Chicago Cubs,Innings 7+,1
717124,2023-08-05,Miami Marlins,Innings 1-3,3
717124,2023-08-05,Miami Marlins,Innings 4-6,3
717124,2023-08-05,Miami Marlins,Innings 7+,2
717124,2023-08-05,Texas Rangers,Innings 4-6,7
717124,2023-08-05,Texas Rangers,Innings 7+,2
717120,2023-08-05,Cincinnati Reds,Innings 4-6,3
717120,2023-08-05,Washington Nationals,Innings 1-3,2
717120,2023-08-05,Washington Nationals,Innings 4-6,3
717120,2023-08-05,Washington Nationals,Innings 7+,1
717125,2023-08-05,Boston Red Sox,Innings 4-6,3
717125,2023-08-05,Boston Red Sox,Innings 7+,1
717125,2023-08-05,Toronto Blue Jays,Innings 1-3,3
717125,2023-08-05,Toronto Blue Jays,Innings 4-6,1
717125,2023-08-05,Toronto Blue Jays,Innings 7+,1
717123,2023-08-05,Kansas City Royals,Innings 1-3,1
