game_pk,date,batting_team,game_third,runs
718253,2023-05-08,Kansas City Royals,Innings 1-3,1
718253,2023-05-08,Kansas City Royals,Innings 4-6,11
718257,2023-05-08,Los Angeles Dodgers,Innings 4-6,1
718257,2023-05-08,Los Angeles Dodgers,Innings 7+,2
718257,2023-05-08,Milwaukee Brewers,Innings 4-6,3
718257,2023-05-08,Milwaukee Brewers,Innings 7+,6
718254,2023-05-09,Houston Astros,Innings 1-3,3
718254,2023-05-09,Houston Astros,Innings 4-6,1
718254,2023-05-09,Los Angeles Angels,Innings 1-3,3
718254,2023-05-09,Los Angeles Angels,Innings 4-6,1
718254,2023-05-09,Los Angeles Angels,Innings 7+,2
718251,2023-05-09,Seattle Mariners,Innings 1-3,1
718251,2023-05-09,Texas Rangers,Innings 7+,2
718249,2023-05-09,Arizona Diamondbacks,Innings 4-6,4
718249,2023-05-09,Arizona Diamondbacks,Innings 7+,1
718249,2023-05-09,Miami Marlins,Innings 4-6,1
718249,2023-05-09,Miami Marlins,Innings 7+,1
718260,2023-05-09,San Francisco Giants,Innings 7+,1
718260,2023-05-09,Washington Nationals,Innings 1-3,5
718248,2023-05-09,Cleveland Guardians,Innings 1-3,1
718248,2023-05-09,Cleveland Guardians,Innings 7+,1
718252,2023-05-09,Colorado Rockies,Innings 1-3,1
718252,2023-05-09,Colorado Rockies,Innings 4-6,4
718252,2023-05-09,Colorado Rockies,Innings 7+,5
718252,2023-05-09,Pittsburgh Pirates,Innings 1-3,1
718246,2023-05-09,Baltimore Orioles,Innings 1-3,3
718246,2023-05-09,Baltimore Orioles,Innings 4-6,1
718246,2023-05-09,Tampa Bay Rays,Innings 1-3,1
718246,2023-05-09,Tampa Bay Rays,Innings 4-6,1
718243,2023-05-09,Cincinnati Reds,Innings 1-3,3
718243,2023-05-09,Cincinnati Reds,Innings 4-6,4
718243,2023-05-09,New York Mets,Innings 1-3,1
718243,2023-05-09,New York Mets,Innings 4-6,1
718243,2023-05-09,New York Mets,Innings 7+,4
718244,2023-05-09,Philadelphia Phillies,Innings 4-6,5
718244,2023-05-09,Philadelphia Phillies,Innings 7+,3
718244,2023-05-09,Toronto Blue Jays,Innings 1-3,1
718244,2023-05-09,Toronto Blue Jays,Innings 4-6,1
718244,2023-05-09,Toronto Blue Jays,Innings 7+,2
718247,2023-05-09,New York Yankees,Innings 1-3,5
718247,2023-05-09,New York Yankees,Innings 4-6,2
718247,2023-05-09,New York Yankees,Innings 7+,3
718247,2023-05-09,Oakland Athletics,Innings 1-3,1
718247,2023-05-09,Oakland Athletics,Innings 4-6,1
718247,2023-05-09,Oakland Athletics,Innings 7+,3
718245,2023-05-09,Atlanta Braves,Innings 1-3,5
718245,2023-05-09,Atlanta Braves,Innings 4-6,3
718245,2023-05-09,Atlanta Braves,Innings 7+,1
718245,2023-05-09,Boston Red Sox,Innings 1-3,1
718245,2023-05-09,Boston Red Sox,Innings 4-6,1
718245,2023-05-09,Boston Red Sox,Innings 7+,1
718240,2023-05-09,Chicago Cubs,Innings 1-3,3
718240,2023-05-09,Chicago Cubs,Innings 4-6,1
718240,2023-05-09,St. Louis Cardinals,Innings 1-3,4
718240,2023-05-09,St. Louis Cardinals,Innings 7+,2
718242,2023-05-09,Minnesota Twins,Innings 4-6,1
718242,2023-05-09,San Diego Padres,Innings 4-6,1
718242,2023-05-09,San Diego Padres,Innings 7+,5
718238,2023-05-09,Chicago White Sox,Innings 4-6,3
718238,2023-05-09,Chicago White Sox,Innings 7+,1
718238,2023-05-09,Kansas City Royals,Innings 1-3,1
718238,2023-05-09,Kansas City Royals,Innings 4-6,1
718241,2023-05-09,Los Angeles Dodgers,Innings 1-3,4
718241,2023-05-09,Los Angeles Dodgers,Innings 4-6,2
718241,2023-05-09,Milwaukee Brewers,Innings 7+,2
718237,2023-05-10,Houston Astros,Innings 4-6,3
718237,2023-05-10,Los Angeles Angels,Innings 1-3,1
718239,2023-05-10,Seattle Mariners,Innings 1-3,2
718239,2023-05-10,Seattle Mariners,Innings 7+,3
718236,2023-05-10,Arizona Diamondbacks,Innings 4-6,1
718236,2023-05-10,Arizona Diamondbacks,Innings 7+,1
718236,2023-05-10,Miami Marlins,Innings 1-3,4
718236,2023-05-10,Miami Marlins,Innings 4-6,2
718250,2023-05-10,San Francisco Giants,Innings 1-3,2
718250,2023-05-10,San Francisco Giants,Innings 4-6,1
718250,2023-05-10,San Francisco Giants,Innings 7+,1
718250,2023-05-10,Washington Nationals,Innings 4-6,1
718231,2023-05-10,Colorado Rockies,Innings 4-6,3
718231,2023-05-10,Colorado Rockies,Innings 7+,1
718231,2023-05-10,Pittsburgh Pirates,Innings 1-3,3
718232,2023-05-10,New York Yankees,Innings 1-3,4
718232,2023-05-10,New York Yankees,Innings 4-6,6
718232,2023-05-10,Oakland Athletics,Innings 1-3,2
718232,2023-05-10,Oakland Athletics,Innings 7+,1
718234,2023-05-10,Detroit Tigers,Innings 1-3,5
718228,2023-05-10,Los Angeles Dodgers,Innings 4-6,8
718228,2023-05-10,Milwaukee Brewers,Innings 4-6,1
718229,2023-05-10,Seattle Mariners,Innings 1-3,1
718229,2023-05-10,Seattle Mariners,Innings 4-6,1
718229,2023-05-10,Seattle Mariners,Innings 7+,1
718229,2023-05-10,Texas Rangers,Innings 1-3,3
718229,2023-05-10,Texas Rangers,Innings 4-6,1
718226,2023-05-10,Arizona Diamondbacks,Innings 4-6,3
718226,2023-05-10,Miami Marlins,Innings 4-6,4
718226,2023-05-10,Miami Marlins,Innings 7+,1
718230,2023-05-10,San Francisco Giants,Innings 1-3,1
718230,2023-05-10,San Francisco Giants,Innings 4-6,1
718230,2023-05-10,San Francisco Giants,Innings 7+,4
718230,2023-05-10,Washington Nationals,Innings 1-3,8
718230,2023-05-10,Washington Nationals,Innings 4-6,2
718230,2023-05-10,Washington Nationals,Innings 7+,1
718233,2023-05-10,Philadelphia Phillies,Innings 7+,2
718233,2023-05-10,Toronto Blue Jays,Innings 4-6,1
718235,2023-05-10,Houston Astros,Innings 1-3,1
718235,2023-05-10,Houston Astros,Innings 4-6,4
718235,2023-05-10,Los Angeles Angels,Innings 1-3,2
718235,2023-05-10,Los Angeles Angels,Innings 7+,2
718227,2023-05-10,Baltimore Orioles,Innings 4-6,2
718227,2023-05-10,Tampa Bay Rays,Innings 7+,1
718225,2023-05-10,Cincinnati Reds,Innings 1-3,1
718225,2023-05-10,New York Mets,Innings 1-3,1
718225,2023-05-10,New York Mets,Innings 4-6,1
718220,2023-05-10,Atlanta Braves,Innings 4-6,2
718220,2023-05-10,Boston Red Sox,Innings 4-6,2
718220,2023-05-10,Boston Red Sox,Innings 7+,3
718221,2023-05-10,Chicago Cubs,Innings 1-3,3
718221,2023-05-10,Chicago Cubs,Innings 4-6,6
718221,2023-05-10,Chicago Cubs,Innings 7+,1
718221,2023-05-10,St. Louis Cardinals,Innings 1-3,2
718221,2023-05-10,St. Louis Cardinals,Innings 4-6,1
718221,2023-05-10,St. Louis Cardinals,Innings 7+,1
718224,2023-05-10,Minnesota Twins,Innings 1-3,2
718224,2023-05-10,Minnesota Twins,Innings 7+,2
718224,2023-05-10,San Diego Padres,Innings 7+,3
718222,2023-05-10,Chicago White Sox,Innings 1-3,1
718222,2023-05-10,Kansas City Royals,Innings 1-3,4
718222,2023-05-10,Kansas City Royals,Innings 4-6,4
718222,2023-05-10,Kansas City Royals,Innings 7+,1
718223,2023-05-11,Cincinnati Reds,Innings 1-3,4
718223,2023-05-11,Cincinnati Reds,Innings 4-6,1
718216,2023-05-11,Minnesota Twins,Innings 1-3,1
718216,2023-05-11,Minnesota Twins,Innings 4-6,1
718216,2023-05-11,Minnesota Twins,Innings 7+,3
718216,2023-05-11,San Diego Padres,Innings 1-3,1
718216,2023-05-11,San Diego Padres,Innings 4-6,2
718218,2023-05-11,Chicago White Sox,Innings 1-3,1
718218,2023-05-11,Chicago White Sox,Innings 7+,2
718218,2023-05-11,Kansas City Royals,Innings 1-3,1
718218,2023-05-11,Kansas City Royals,Innings 4-6,2
718218,2023-05-11,Kansas City Royals,Innings 7+,1
718219,2023-05-11,New York Yankees,Innings 7+,2
718219,2023-05-11,Tampa Bay Rays,Innings 4-6,4
718219,2023-05-11,Tampa Bay Rays,Innings 7+,4
718215,2023-05-12,Arizona Diamondbacks,Innings 7+,2
718215,2023-05-12,San Francisco Giants,Innings 1-3,2
718215,2023-05-12,San Francisco Giants,Innings 7+,4
718217,2023-05-12,Texas Rangers,Innings 4-6,2
718217,2023-05-12,Texas Rangers,Innings 7+,1
718208,2023-05-12,Detroit Tigers,Innings 4-6,2
718208,2023-05-12,Seattle Mariners,Innings 1-3,6
718208,2023-05-12,Seattle Mariners,Innings 7+,3
718212,2023-05-12,Cincinnati Reds,Innings 4-6,2
718212,2023-05-12,Cincinnati Reds,Innings 7+,5
718212,2023-05-12,Miami Marlins,Innings 4-6,3
718214,2023-05-12,New York Mets,Innings 4-6,3
718214,2023-05-12,Washington Nationals,Innings 1-3,1
718214,2023-05-12,Washington Nationals,Innings 4-6,1
718213,2023-05-12,Baltimore Orioles,Innings 7+,5
718213,2023-05-12,Pittsburgh Pirates,Innings 1-3,1
718213,2023-05-12,Pittsburgh Pirates,Innings 7+,2
718210,2023-05-12,New York Yankees,Innings 1-3,1
718210,2023-05-12,New York Yankees,Innings 4-6,1
718210,2023-05-12,New York Yankees,Innings 7+,4
718210,2023-05-12,Tampa Bay Rays,Innings 1-3,2
718210,2023-05-12,Tampa Bay Rays,Innings 7+,3
718206,2023-05-12,Toronto Blue Jays,Innings 4-6,1
718206,2023-05-12,Toronto Blue Jays,Innings 7+,1
718205,2023-05-12,Cleveland Guardians,Innings 1-3,2
718205,2023-05-12,Cleveland Guardians,Innings 4-6,1
718205,2023-05-12,Cleveland Guardians,Innings 7+,1
718205,2023-05-12,Los Angeles Angels,Innings 4-6,3
718205,2023-05-12,Los Angeles Angels,Innings 7+,2
718211,2023-05-12,Boston Red Sox,Innings 4-6,4
718211,2023-05-12,Boston Red Sox,Innings 7+,2
718211,2023-05-12,St. Louis Cardinals,Innings 1-3,2
718211,2023-05-12,St. Louis Cardinals,Innings 4-6,3
718211,2023-05-12,St. Louis Cardinals,Innings 7+,3
718209,2023-05-13,Chicago Cubs,Innings 4-6,1
