game_pk,date,away_team,home_team,first_score
717342,2023-07-19,San Francisco Giants,Cincinnati Reds,Cincinnati Reds
717341,2023-07-19,Chicago White Sox,New York Mets,New York Mets
717340,2023-07-19,Arizona Diamondbacks,Atlanta Braves,Arizona Diamondbacks
717336,2023-07-19,Washington Nationals,Chicago Cubs,Chicago Cubs
717333,2023-07-19,Detroit Tigers,Kansas City Royals,Detroit Tigers
717335,2023-07-19,Minnesota Twins,Seattle Mariners,Minnesota Twins
717337,2023-07-20,Arizona Diamondbacks,Atlanta Braves,Atlanta Braves
717334,2023-07-20,San Francisco Giants,Cincinnati Reds,Cincinnati Reds
717329,2023-07-20,Milwaukee Brewers,Philadelphia Phillies,Milwaukee Brewers
717331,2023-07-20,San Diego Padres,Toronto Blue Jays,Toronto Blue Jays
717330,2023-07-20,Chicago White Sox,New York Mets,Chicago White Sox
717332,2023-07-20,Detroit Tigers,Kansas City Royals,Detroit Tigers
717327,2023-07-20,Minnesota Twins,Seattle Mariners,Seattle Mariners
717328,2023-07-20,Baltimore Orioles,Tampa Bay Rays,Tampa Bay Rays
717322,2023-07-20,St. Louis Cardinals,Chicago Cubs,St. Louis Cardinals
717323,2023-07-20,Houston Astros,Oakland Athletics,Oakland Athletics
717325,2023-07-21,St. Louis Cardinals,Chicago Cubs,St. Louis Cardinals
717317,2023-07-21,San Diego Padres,Detroit Tigers,San Diego Padres
717320,2023-07-21,Baltimore Orioles,Tampa Bay Rays,Tampa Bay Rays
717319,2023-07-21,Colorado Rockies,Miami Marlins,Colorado Rockies
717326,2023-07-21,San Francisco Giants,Washington Nationals,San Francisco Giants
717318,2023-07-21,Kansas City Royals,New York Yankees,New York Yankees
717321,2023-07-21,Arizona Diamondbacks,Cincinnati Reds,Arizona Diamondbacks
717324,2023-07-21,New York Mets,Boston Red Sox,Boston Red Sox
717315,2023-07-21,Philadelphia Phillies,Cleveland Guardians,Cleveland Guardians
717316,2023-07-21,Los Angeles Dodgers,Texas Rangers,Texas Rangers
717314,2023-07-21,Chicago White Sox,Minnesota Twins,Chicago White Sox
717313,2023-07-21,Atlanta Braves,Milwaukee Brewers,Milwaukee Brewers
717312,2023-07-21,Pittsburgh Pirates,Los Angeles Angels,Pittsburgh Pirates
717310,2023-07-21,Houston Astros,Oakland Athletics,Houston Astros
717311,2023-07-21,Toronto Blue Jays,Seattle Mariners,Toronto Blue Jays
717304,2023-07-22,Kansas City Royals,New York Yankees,New York Yankees
717306,2023-07-22,Colorado Rockies,Miami Marlins,Miami Marlins
717308,2023-07-22,St. Louis Cardinals,Chicago Cubs,St. Louis Cardinals
717305,2023-07-22,Los Angeles Dodgers,Texas Rangers,Texas Rangers
717303,2023-07-22,Arizona Diamondbacks,Cincinnati Reds,Arizona Diamondbacks
717300,2023-07-22,Baltimore Orioles,Tampa Bay Rays,Baltimore Orioles
717301,2023-07-22,Toronto Blue Jays,Seattle Mariners,Seattle Mariners
717299,2023-07-22,San Diego Padres,Detroit Tigers,Detroit Tigers
717307,2023-07-22,San Francisco Giants,Washington Nationals,Washington Nationals
717309,2023-07-22,New York Mets,Boston Red Sox,Boston Red Sox
717302,2023-07-22,Philadelphia Phillies,Cleveland Guardians,Cleveland Guardians
717293,2023-07-22,Chicago White Sox,Minnesota Twins,Chicago White Sox
717296,2023-07-22,Atlanta Braves,Milwaukee Brewers,Atlanta Braves
717295,2023-07-22,Houston Astros,Oakland Athletics,Houston Astros
717297,2023-07-22,Pittsburgh Pirates,Los Angeles Angels,Pittsburgh Pirates
717288,2023-07-23,San Diego Padres,Detroit Tigers,Detroit Tigers
717290,2023-07-23,San Francisco Giants,Washington Nationals,Washington Nationals
717294,2023-07-23,Kansas City Royals,New York Yankees,New York Yankees
717289,2023-07-23,Arizona Diamondbacks,Cincinnati Reds,Cincinnati Reds
717291,2023-07-23,Baltimore Orioles,Tampa Bay Rays,Baltimore Orioles
717283,2023-07-23,Philadelphia Phillies,Cleveland Guardians,Cleveland Guardians
717292,2023-07-23,Colorado Rockies,Miami Marlins,Colorado Rockies
717285,2023-07-23,Chicago White Sox,Minnesota Twins,Chicago White Sox
717287,2023-07-23,Atlanta Braves,Milwaukee Brewers,Atlanta Braves
717286,2023-07-23,St. Louis Cardinals,Chicago Cubs,Chicago Cubs
717284,2023-07-23,Los Angeles Dodgers,Texas Rangers,Los Angeles Dodgers
717279,2023-07-23,Houston Astros,Oakland Athletics,Oakland Athletics
717278,2023-07-23,Pittsburgh Pirates,Los Angeles Angels,Pittsburgh Pirates
717281,2023-07-23,Toronto Blue Jays,Seattle Mariners,Seattle Mariners
717298,2023-07-23,New York Mets,Boston Red Sox,Boston Red Sox
717280,2023-07-24,Baltimore Orioles,Philadelphia Phillies,Baltimore Orioles
717282,2023-07-24,Colorado Rockies,Washington Nationals,Colorado Rockies
717277,2023-07-24,Kansas City Royals,Cleveland Guardians,Kansas City Royals
717275,2023-07-24,Seattle Mariners,Minnesota Twins,Seattle Mariners
717274,2023-07-24,Texas Rangers,Houston Astros,Texas Rangers
717273,2023-07-24,Cincinnati Reds,Milwaukee Brewers,Milwaukee Brewers
717276,2023-07-24,Pittsburgh Pirates,San Diego Padres,San Diego Padres
717268,2023-07-24,St. Louis Cardinals,Arizona Diamondbacks,St. Louis Cardinals
717271,2023-07-24,Toronto Blue Jays,Los Angeles Dodgers,Los Angeles Dodgers
