game_pk,hitter_name,hitter_team,hrs
717943,Chad Wallach,Los Angeles Angels,1
717943,Jake Burger,Chicago White Sox,1
717943,Mike Trout,Los Angeles Angels,1
717943,Shohei Ohtani,Los Angeles Angels,2
717943,Taylor Ward,Los Angeles Angels,1
717950,Brandon Lowe,Tampa Bay Rays,1
717950,Jose Siri,Tampa Bay Rays,1
717946,Anthony Santander,Baltimore Orioles,1
717946,Gabriel Arias,Cleveland Guardians,1
717946,Josh Bell,Cleveland Guardians,1
717946,Josh Naylor,Cleveland Guardians,1
717949,Ozzie Albies,Atlanta Braves,1
717954,CJ Abrams,Washington Nationals,1
717954,Jeimer Candelario,Washington Nationals,1
717954,Keibert Ruiz,Washington Nationals,2
717954,Luis Garcia,Washington Nationals,1
717954,Mookie Betts,Los Angeles Dodgers,2
717954,Will Smith,Los Angeles Dodgers,1
717945,Gary Sanchez,San Diego Padres,1
717947,Abraham Toro,Milwaukee Brewers,1
717948,Enmanuel Valdez,Boston Red Sox,1
717948,Masataka Yoshida,Boston Red Sox,1
717948,Spencer Steer,Cincinnati Reds,1
717944,Edmundo Sosa,Philadelphia Phillies,1
717944,Mark Canha,New York Mets,1
717938,Jake Meyers,Houston Astros,1
717938,Yainer Diaz,Houston Astros,1
717940,Christian Walker,Arizona Diamondbacks,1
717942,Bo Bichette,Toronto Blue Jays,1
717942,Matt Chapman,Toronto Blue Jays,1
717934,Mark Canha,New York Mets,1
717941,Gary Sanchez,San Diego Padres,1
717933,Ezequiel Tovar,Colorado Rockies,1
717932,Connor Wong,Boston Red Sox,1
717932,Enrique Hernandez,Boston Red Sox,1
717937,Michael A. Taylor,Minnesota Twins,1
717937,Royce Lewis,Minnesota Twins,1
717936,Brandon Drury,Los Angeles Angels,1
717931,Joey Wiemer,Milwaukee Brewers,1
717931,Jonathan India,Cincinnati Reds,1
717927,Jesus Sanchez,Miami Marlins,1
717930,Brendan Donovan,St. Louis Cardinals,1
717930,Josh Palacios,Pittsburgh Pirates,1
717930,Ke'Bryan Hayes,Pittsburgh Pirates,1
717930,Nolan Arenado,St. Louis Cardinals,1
717935,Luis Garcia,Washington Nationals,1
717935,Nick Castellanos,Philadelphia Phillies,2
717929,Daulton Varsho,Toronto Blue Jays,1
717929,George Springer,Toronto Blue Jays,1
717926,Corey Julks,Houston Astros,1
717926,Yordan Alvarez,Houston Astros,1
717923,Drew Waters,Kansas City Royals,1
717923,Edward Olivares,Kansas City Royals,1
717923,Ryan McMahon,Colorado Rockies,1
717921,Dansby Swanson,Chicago Cubs,1
717919,Eddie Rosario,Atlanta Braves,2
717917,Giancarlo Stanton,New York Yankees,1
717917,J.D. Martinez,Los Angeles Dodgers,1
717917,Josh Donaldson,New York Yankees,2
717917,Max Muncy,Los Angeles Dodgers,1
717917,Mookie Betts,Los Angeles Dodgers,2
717920,Gunnar Henderson,Baltimore Orioles,1
717920,LaMonte Wade Jr.,San Francisco Giants,1
717928,Justin Turner,Boston Red Sox,1
717907,Ke'Bryan Hayes,Pittsburgh Pirates,1
717907,Nolan Gorman,St. Louis Cardinals,1
717907,Willson Contreras,St. Louis Cardinals,1
717912,Leody Taveras,Texas Rangers,1
717912,Marcus Semien,Texas Rangers,1
717912,Mitch Garver,Texas Rangers,1
717912,Nathaniel Lowe,Texas Rangers,1
717914,J.T. Realmuto,Philadelphia Phillies,1
717908,Alex Bregman,Houston Astros,1
717908,Chas McCormick,Houston Astros,1
717908,Hunter Renfroe,Los Angeles Angels,1
717909,Nick Pratto,Kansas City Royals,1
717906,Blake Perkins,Milwaukee Brewers,1
717906,Jake Fraley,Cincinnati Reds,1
717906,William Contreras,Milwaukee Brewers,1
717913,Jorge Polanco,Minnesota Twins,1
717913,Steven Kwan,Cleveland Guardians,1
717913,Will Brennan,Cleveland Guardians,1
717905,Aaron Judge,New York Yankees,1
717905,Jake Bauers,New York Yankees,2
717905,Oswaldo Cabrera,New York Yankees,1
717903,Fernando Tatis Jr.,San Diego Padres,2
717901,Evan Longoria,Arizona Diamondbacks,1
717901,Ronald Acuna Jr.,Atlanta Braves,1
717898,Andrew Knizner,St. Louis Cardinals,1
717902,Drew Ellis,Philadelphia Phillies,2
717902,Ildemaro Vargas,Washington Nationals,1
717902,J.T. Realmuto,Philadelphia Phillies,1
717902,Kyle Schwarber,Philadelphia Phillies,2
717900,Brandon Belt,Toronto Blue Jays,1
717900,Pete Alonso,New York Mets,1
717900,Starling Marte,New York Mets,1
717900,Tommy Pham,New York Mets,2
717900,Vladimir Guerrero Jr.,Toronto Blue Jays,1
717896,Garrett Cooper,Miami Marlins,1
717897,Andruw Monasterio,Milwaukee Brewers,1
717897,Jake Fraley,Cincinnati Reds,1
717897,Victor Caratini,Milwaukee Brewers,1
717899,Luis Rengifo,Los Angeles Angels,1
717899,Yainer Diaz,Houston Astros,1
717893,Maikel Garcia,Kansas City Royals,1
717895,Willi Castro,Minnesota Twins,1
717891,Jake Burger,Chicago White Sox,1
717891,Spencer Torkelson,Detroit Tigers,1
717894,Corey Seager,Texas Rangers,1
717894,Jonah Heim,Texas Rangers,1
717890,Blake Sabol,San Francisco Giants,1
717890,James McCann,Baltimore Orioles,1
717892,Corbin Carroll,Arizona Diamondbacks,1
717892,Eddie Rosario,Atlanta Braves,1
717892,Ketel Marte,Arizona Diamondbacks,1
717892,Ozzie Albies,Atlanta Braves,1
717889,Miguel Amaya,Chicago Cubs,1
717889,Trey Mancini,Chicago Cubs,1
717889,Yan Gomes,Chicago Cubs,1
717888,Anthony Volpe,New York Yankees,1
717888,J.D. Martinez,Los Angeles Dodgers,1
717886,Nick Maton,Detroit Tigers,1
717886,Trea Turner,Philadelphia Phillies,2
717887,Bryan De La Cruz,Miami Marlins,1
717887,Nick Pratto,Kansas City Royals,1
717878,Alejandro Kirk,Toronto Blue Jays,1
717878,Corey Julks,Houston Astros,1
717878,Daulton Varsho,Toronto Blue Jays,1
717878,Jake Meyers,Houston Astros,1
717878,Kyle Tucker,Houston Astros,1
717878,Yordan Alvarez,Houston Astros,1
717883,Stuart Fairchild,Cincinnati Reds,1
717883,Tyler Stephenson,Cincinnati Reds,1
717880,Gary Sanchez,San Diego Padres,1
717882,Jose Siri,Tampa Bay Rays,1
717882,Luke Raley,Tampa Bay Rays,1
717875,Kyle Schwarber,Philadelphia Phillies,1
717876,Jesus Sanchez,Miami Marlins,1
717881,Lane Thomas,Washington Nationals,1
717881,Pavin Smith,Arizona Diamondbacks,1
717881,Stone Garrett,Washington Nationals,1
717874,Brent Rooker,Oakland Athletics,1
717874,Jace Peterson,Oakland Athletics,2
717874,Shea Langeliers,Oakland Athletics,1
717877,Josh Donaldson,New York Yankees,1
717877,Seby Zavala,Chicago White Sox,2
717871,Bo Bichette,Toronto Blue Jays,1
717871,Daulton Varsho,Toronto Blue Jays,1
717871,George Springer,Toronto Blue Jays,1
717871,Mauricio Dubon,Houston Astros,1
717870,Freddie Freeman,Los Angeles Dodgers,1
717870,J.D. Martinez,Los Angeles Dodgers,1
717872,Francisco Lindor,New York Mets,1
717872,Ozzie Albies,Atlanta Braves,1
717872,Pete Alonso,New York Mets,1
717867,Aaron Hicks,Baltimore Orioles,1
717867,Ryan O'Hearn,Baltimore Orioles,1
717868,Adolis Garcia,Texas Rangers,1
717868,Jordan Walker,St. Louis Cardinals,1
717868,Nathaniel Lowe,Texas Rangers,1
717868,Nolan Arenado,St. Louis Cardinals,1
717868,Willson Contreras,St. Louis Cardinals,1
717861,Shohei Ohtani,Los Angeles Angels,1
717861,Taylor Ward,Los Angeles Angels,1
717864,Julio Rodriguez,Seattle Mariners,1
717864,Teoscar Hernandez,Seattle Mariners,1
717865,Rodolfo Castro,Pittsburgh Pirates,1
717865,Ryan Noda,Oakland Athletics,1
717863,Gary Sanchez,San Diego Padres,1
717860,Jesus Sanchez,Miami Marlins,1
717859,Isaac Paredes,Tampa Bay Rays,1
717859,Randy Arozarena,Tampa Bay Rays,1
717866,Corbin Carroll,Arizona Diamondbacks,1
717856,Bo Bichette,Toronto Blue Jays,1
717856,Brandon Belt,Toronto Blue Jays,1
717856,Yordan Alvarez,Houston Astros,1
717853,Elly De La Cruz,Cincinnati Reds,1
717853,Miguel Vargas,Los Angeles Dodgers,1
717853,Mookie Betts,Los Angeles Dodgers,1
717853,Tyler Stephenson,Cincinnati Reds,1
717853,Will Benson,Cincinnati Reds,1
717853,Will Smith,Los Angeles Dodgers,1
717850,Francisco Alvarez,New York Mets,1
717850,Michael Harris II,Atlanta Braves,1
717850,Sean Murphy,Atlanta Braves,1
717850,Tommy Pham,New York Mets,1
717851,Joey Wiemer,Milwaukee Brewers,2
717851,Willy Adames,Milwaukee Brewers,1
717854,Alec Burleson,St. Louis Cardinals,1
717852,Nolan Jones,Colorado Rockies,1
717855,Luis Rengifo,Los Angeles Angels,1
717855,Mike Trout,Los Angeles Angels,1
717857,Billy McKinney,New York Yankees,1
717857,Gleyber Torres,New York Yankees,1
717844,Chris Taylor,Los Angeles Dodgers,1
717845,Carlos Correa,Minnesota Twins,1
717845,Harold Ramirez,Tampa Bay Rays,1
717845,Michael A. Taylor,Minnesota Twins,1
717849,Gunnar Henderson,Baltimore Orioles,1
717849,Ramon Urias,Baltimore Orioles,1
717846,Michael Conforto,San Francisco Giants,1
717846,Thairo Estrada,San Francisco Giants,1
717848,Eloy Jimenez,Chicago White Sox,1
717848,Jake Burger,Chicago White Sox,1
717848,Luis Robert Jr.,Chicago White Sox,1
717848,Willie Calhoun,New York Yankees,1
717848,Yoan Moncada,Chicago White Sox,1
717843,Alex Bregman,Houston Astros,1
717842,Jose Ramirez,Cleveland Guardians,3
717842,Triston Casas,Boston Red Sox,1
717842,Will Brennan,Cleveland Guardians,1
717840,Austin Riley,Atlanta Braves,1
717840,Brandon Nimmo,New York Mets,1
717840,Francisco Alvarez,New York Mets,2
717840,Marcell Ozuna,Atlanta Braves,1
717840,Orlando Arcia,Atlanta Braves,1
717840,Ozzie Albies,Atlanta Braves,1
717840,Travis d'Arnaud,Atlanta Braves,1
717838,Jo Adell,Los Angeles Angels,1
717847,Ketel Marte,Arizona Diamondbacks,1
717847,Lane Thomas,Washington Nationals,1
717847,Riley Adams,Washington Nationals,1
717834,Corbin Carroll,Arizona Diamondbacks,2
717834,Jake Rogers,Detroit Tigers,2
717834,Javier Baez,Detroit Tigers,1
717827,Isaac Paredes,Tampa Bay Rays,2
717827,Josh Jung,Texas Rangers,1
717827,Leody Taveras,Texas Rangers,2
717839,Austin Hays,Baltimore Orioles,1
717836,Carlos Santana,Pittsburgh Pirates,1
717836,Francisco Lindor,New York Mets,1
717836,Jack Suwinski,Pittsburgh Pirates,1
717837,Freddie Freeman,Los Angeles Dodgers,1
717837,Kyle Schwarber,Philadelphia Phillies,1
717837,Mookie Betts,Los Angeles Dodgers,1
717841,Enrique Hernandez,Boston Red Sox,1
717841,Josh Donaldson,New York Yankees,1
717841,Rafael Devers,Boston Red Sox,1
717835,Michael A. Taylor,Minnesota Twins,1
717833,Jose Abreu,Houston Astros,1
717833,Jose Ramirez,Cleveland Guardians,1
717828,Joey Wendle,Miami Marlins,1
717828,Yasmani Grandal,Chicago White Sox,1
717832,Jordan Walker,St. Louis Cardinals,1
717832,Nolan Arenado,St. Louis Cardinals,1
717832,Nolan Gorman,St. Louis Cardinals,1
717830,Brandon Dixon,San Diego Padres,1
717830,Fernando Tatis Jr.,San Diego Padres,1
717830,Gary Sanchez,San Diego Padres,1
717830,Manny Machado,San Diego Padres,1
717830,Mike Moustakas,Colorado Rockies,1
717830,Trent Grisham,San Diego Padres,1
717824,Jarred Kelenic,Seattle Mariners,1
717824,Mickey Moniak,Los Angeles Angels,1
717824,Mike Ford,Seattle Mariners,1
717824,Shohei Ohtani,Los Angeles Angels,1
717821,Lourdes Gurriel Jr.,Arizona Diamondbacks,1
717821,Nick Ahmed,Arizona Diamondbacks,1
717820,Andrew Vaughn,Chicago White Sox,1
717817,Dylan Carlson,St. Louis Cardinals,1
717817,Nolan Arenado,St. Louis Cardinals,1
717822,Carlos Correa,Minnesota Twins,1
717822,Max Kepler,Minnesota Twins,1
717822,Trevor Larnach,Minnesota Twins,1
717819,Nolan Jones,Colorado Rockies,1
717818,Adam Frazier,Baltimore Orioles,1
717818,Gunnar Henderson,Baltimore Orioles,1
717812,Francisco Alvarez,New York Mets,1
717811,David Peralta,Los Angeles Dodgers,1
717811,J.D. Martinez,Los Angeles Dodgers,1
717813,Corey Seager,Texas Rangers,1
717813,Francisco Mejia,Tampa Bay Rays,1
717816,Marcell Ozuna,Atlanta Braves,1
717816,Ronald Acuna Jr.,Atlanta Braves,1
717816,Stone Garrett,Washington Nationals,1
717814,William Contreras,Milwaukee Brewers,1
717815,Jose Abreu,Houston Astros,1
717826,Christopher Morel,Chicago Cubs,1
717826,Matt Mervis,Chicago Cubs,1
717825,Gleyber Torres,New York Yankees,1
717825,Rafael Devers,Boston Red Sox,1
717825,Willie Calhoun,New York Yankees,1
717809,Julio Rodriguez,Seattle Mariners,1
717809,Shohei Ohtani,Los Angeles Angels,1
717804,Pavin Smith,Arizona Diamondbacks,1
717804,Zach McKinstry,Detroit Tigers,1
717802,Andres Gimenez,Cleveland Guardians,1
717802,Josh Bell,Cleveland Guardians,1
717808,Gunnar Henderson,Baltimore Orioles,1
717808,Ryan O'Hearn,Baltimore Orioles,1
717808,Salvador Perez,Kansas City Royals,1
717803,Jack Suwinski,Pittsburgh Pirates,1
717803,Jeff McNeil,New York Mets,1
717806,Freddie Freeman,Los Angeles Dodgers,1
717806,Jason Heyward,Los Angeles Dodgers,1
717806,Nick Castellanos,Philadelphia Phillies,1
717807,Dominic Smith,Washington Nationals,1
717807,Jeimer Candelario,Washington Nationals,1
717807,Matt Olson,Atlanta Braves,1
717805,Cavan Biggio,Toronto Blue Jays,1
717805,Donovan Solano,Minnesota Twins,1
717805,Matt Chapman,Toronto Blue Jays,1
717801,Robbie Grossman,Texas Rangers,1
717801,Wander Franco,Tampa Bay Rays,1
717795,Garrett Cooper,Miami Marlins,1
717795,Jean Segura,Miami Marlins,1
717795,Jorge Soler,Miami Marlins,2
717795,Luis Robert Jr.,Chicago White Sox,1
717800,Brent Rooker,Oakland Athletics,1
717800,Christian Yelich,Milwaukee Brewers,1
717800,Kevin Smith,Oakland Athletics,1
717800,Seth Brown,Oakland Athletics,1
717797,Jonathan India,Cincinnati Reds,1
717798,Coco Montes,Colorado Rockies,1
717798,Ezequiel Tovar,Colorado Rockies,1
717798,Jake Cronenworth,San Diego Padres,1
717798,Nolan Jones,Colorado Rockies,1
717798,Ryan McMahon,Colorado Rockies,1
717796,Joc Pederson,San Francisco Giants,2
717796,Thairo Estrada,San Francisco Giants,2
717799,Mike Ford,Seattle Mariners,1
717799,Taylor Ward,Los Angeles Angels,1
717799,Teoscar Hernandez,Seattle Mariners,1
717799,Zach Neto,Los Angeles Angels,2
717810,Justin Turner,Boston Red Sox,1
717790,Andy Ibanez,Detroit Tigers,1
717790,Michael Harris II,Atlanta Braves,1
717790,Spencer Torkelson,Detroit Tigers,1
717794,Christian Arroyo,Boston Red Sox,1
717791,Paul DeJong,St. Louis Cardinals,1
717791,Paul Goldschmidt,St. Louis Cardinals,1
717792,Chad Wallach,Los Angeles Angels,1
717792,Ezequiel Duran,Texas Rangers,1
717792,Shohei Ohtani,Los Angeles Angels,2
717793,Salvador Perez,Kansas City Royals,1
717793,Stuart Fairchild,Cincinnati Reds,1
717789,Jose Siri,Tampa Bay Rays,1
717785,Evan Longoria,Arizona Diamondbacks,1
717785,J.T. Realmuto,Philadelphia Phillies,1
717786,Eugenio Suarez,Seattle Mariners,1
717786,Nick Fortes,Miami Marlins,1
717786,Tom Murphy,Seattle Mariners,1
717786,Ty France,Seattle Mariners,1
717787,Aaron Hicks,Baltimore Orioles,1
717787,Adam Frazier,Baltimore Orioles,1
717787,Cavan Biggio,Toronto Blue Jays,1
717787,Gunnar Henderson,Baltimore Orioles,1
717787,Ryan O'Hearn,Baltimore Orioles,1
717788,Rafael Devers,Boston Red Sox,2
717779,Brandon Nimmo,New York Mets,1
717779,DJ LeMahieu,New York Yankees,1
717779,Giancarlo Stanton,New York Yankees,1
717783,Carlos Correa,Minnesota Twins,1
717783,Christian Yelich,Milwaukee Brewers,1
717783,Kyle Farmer,Minnesota Twins,1
717783,Michael A. Taylor,Minnesota Twins,1
717781,Mike Yastrzemski,San Francisco Giants,1
717781,Patrick Bailey,San Francisco Giants,1
717782,Christopher Morel,Chicago Cubs,1
717782,Ian Happ,Chicago Cubs,1
717782,Jack Suwinski,Pittsburgh Pirates,2
717780,Corey Seager,Texas Rangers,1
717780,Hunter Renfroe,Los Angeles Angels,1
717780,Nathaniel Lowe,Texas Rangers,1
717780,Zach Neto,Los Angeles Angels,1
717777,Bobby Witt Jr.,Kansas City Royals,1
717778,Chas McCormick,Houston Astros,1
717778,Kyle Tucker,Houston Astros,1
717778,Martin Maldonado,Houston Astros,1
717778,Mauricio Dubon,Houston Astros,1
717772,Fernando Tatis Jr.,San Diego Padres,1
717772,Gary Sanchez,San Diego Padres,1
717772,Josh Bell,Cleveland Guardians,1
717775,Bryson Stott,Philadelphia Phillies,1
717775,Corbin Carroll,Arizona Diamondbacks,1
717775,Kyle Schwarber,Philadelphia Phillies,1
717773,Cal Raleigh,Seattle Mariners,1
717773,Garrett Cooper,Miami Marlins,1
717773,Mike Ford,Seattle Mariners,2
717776,David Peralta,Los Angeles Dodgers,1
717776,Will Smith,Los Angeles Dodgers,1
717784,Andy Ibanez,Detroit Tigers,1
717784,Eddie Rosario,Atlanta Braves,1
717784,Jake Rogers,Detroit Tigers,1
717784,Matt Vierling,Detroit Tigers,1
717784,Ozzie Albies,Atlanta Braves,1
717784,Ronald Acuna Jr.,Atlanta Braves,1
717770,Eric Haase,Detroit Tigers,1
717770,Michael Harris II,Atlanta Braves,1
717770,Miguel Cabrera,Detroit Tigers,1
717770,Ronald Acuna Jr.,Atlanta Braves,1
717770,Spencer Torkelson,Detroit Tigers,1
717771,Brian Anderson,Milwaukee Brewers,1
717771,Luis Urias,Milwaukee Brewers,1
717767,Mike Yastrzemski,San Francisco Giants,1
717767,Tommy Edman,St. Louis Cardinals,1
717769,George Springer,Toronto Blue Jays,1
717763,Andrew McCutchen,Pittsburgh Pirates,1
717763,Austin Hedges,Pittsburgh Pirates,1
717763,Carlos Santana,Pittsburgh Pirates,1
717765,Corey Seager,Texas Rangers,1
717765,Leody Taveras,Texas Rangers,1
717765,Marcus Semien,Texas Rangers,1
717765,Shohei Ohtani,Los Angeles Angels,1
717764,Jonathan India,Cincinnati Reds,1
717764,Matt McLain,Cincinnati Reds,1
717764,Spencer Steer,Cincinnati Reds,1
717764,Stuart Fairchild,Cincinnati Reds,1
717762,Jose Abreu,Houston Astros,1
717762,Yainer Diaz,Houston Astros,1
717758,Fernando Tatis Jr.,San Diego Padres,1
717758,Juan Soto,San Diego Padres,1
717758,Manny Machado,San Diego Padres,1
717758,Nelson Cruz,San Diego Padres,1
717761,JJ Bleday,Oakland Athletics,1
717757,Christian Walker,Arizona Diamondbacks,1
717757,J.T. Realmuto,Philadelphia Phillies,1
717759,Jorge Soler,Miami Marlins,1
717760,Jake Burger,Chicago White Sox,2
717760,Luis Robert Jr.,Chicago White Sox,1
717753,Adley Rutschman,Baltimore Orioles,1
717753,Austin Hays,Baltimore Orioles,1
717753,Danny Jansen,Toronto Blue Jays,2
717756,Luke Raley,Tampa Bay Rays,1
717756,Manuel Margot,Tampa Bay Rays,1
717755,Bryson Stott,Philadelphia Phillies,1
717755,Ketel Marte,Arizona Diamondbacks,1
717752,Donovan Solano,Minnesota Twins,1
717754,Elias Diaz,Colorado Rockies,1
717754,Ezequiel Tovar,Colorado Rockies,1
717754,Matt Olson,Atlanta Braves,1
717751,Chad Wallach,Los Angeles Angels,1
717751,Mickey Moniak,Los Angeles Angels,1
717751,Shohei Ohtani,Los Angeles Angels,1
717746,Keibert Ruiz,Washington Nationals,1
717750,David Fry,Cleveland Guardians,1
717750,Manny Machado,San Diego Padres,1
717748,Andrew Vaughn,Chicago White Sox,1
717748,Chris Taylor,Los Angeles Dodgers,1
717748,Eloy Jimenez,Chicago White Sox,1
717748,Jake Burger,Chicago White Sox,1
717748,Luis Robert Jr.,Chicago White Sox,1
717744,Christopher Morel,Chicago Cubs,1
717744,Dansby Swanson,Chicago Cubs,1
717744,Miguel Amaya,Chicago Cubs,1
717749,Lane Thomas,Washington Nationals,1
717749,Luis Arraez,Miami Marlins,1
717743,Daniel Vogelbach,New York Mets,1
717743,Willson Contreras,St. Louis Cardinals,1
717742,Josh Donaldson,New York Yankees,1
717742,Justin Turner,Boston Red Sox,2
717745,Eddie Rosario,Atlanta Braves,1
717745,Travis d'Arnaud,Atlanta Braves,2
717741,Danny Jansen,Toronto Blue Jays,1
717741,Leody Taveras,Texas Rangers,1
717737,Tyler Stephenson,Cincinnati Reds,1
717738,Alex Kirilloff,Minnesota Twins,1
717738,Javier Baez,Detroit Tigers,1
717738,Matt Vierling,Detroit Tigers,2
717740,Carlos Santana,Pittsburgh Pirates,1
717740,Joey Wiemer,Milwaukee Brewers,1
717739,Jose Ramirez,Cleveland Guardians,1
717732,Isaac Paredes,Tampa Bay Rays,1
717732,Nelson Cruz,San Diego Padres,1
717732,Randy Arozarena,Tampa Bay Rays,1
717735,Alec Bohm,Philadelphia Phillies,1
717735,J.T. Realmuto,Philadelphia Phillies,1
717735,Kyle Schwarber,Philadelphia Phillies,1
717731,Wilmer Flores,San Francisco Giants,1
717733,Andrew Benintendi,Chicago White Sox,1
717733,Gavin Sheets,Chicago White Sox,1
717733,Teoscar Hernandez,Seattle Mariners,1
717729,Adley Rutschman,Baltimore Orioles,1
717723,Corey Seager,Texas Rangers,1
717723,Daulton Varsho,Toronto Blue Jays,1
717723,Jonah Heim,Texas Rangers,1
717723,Josh Jung,Texas Rangers,1
717725,Carlos Perez,Oakland Athletics,1
717727,Jonathan India,Cincinnati Reds,1
717727,Jose Altuve,Houston Astros,1
717727,Yainer Diaz,Houston Astros,1
717726,Brandon Drury,Los Angeles Angels,2
717726,MJ Melendez,Kansas City Royals,1
717726,Shohei Ohtani,Los Angeles Angels,1
717726,Taylor Ward,Los Angeles Angels,1
717718,Brandon Nimmo,New York Mets,1
717718,Jordan Walker,St. Louis Cardinals,1
717718,Luis Guillorme,New York Mets,1
717718,Paul Goldschmidt,St. Louis Cardinals,1
717724,Eddie Rosario,Atlanta Braves,1
717724,Matt Olson,Atlanta Braves,1
717724,Mike Moustakas,Colorado Rockies,1
717724,Orlando Arcia,Atlanta Braves,1
717724,Ozzie Albies,Atlanta Braves,1
717722,Eloy Jimenez,Chicago White Sox,1
717722,J.P. Crawford,Seattle Mariners,1
717720,Blake Perkins,Milwaukee Brewers,1
717720,Joey Wiemer,Milwaukee Brewers,1
717721,J.D. Davis,San Francisco Giants,1
717721,LaMonte Wade Jr.,San Francisco Giants,1
717719,Andres Gimenez,Cleveland Guardians,1
717719,Christian Walker,Arizona Diamondbacks,1
717719,Corbin Carroll,Arizona Diamondbacks,1
717719,Jake McCarthy,Arizona Diamondbacks,1
717719,Lourdes Gurriel Jr.,Arizona Diamondbacks,1
717730,Gleyber Torres,New York Yankees,1
717708,Anthony Santander,Baltimore Orioles,1
717708,Christopher Morel,Chicago Cubs,1
717708,Mike Tauchman,Chicago Cubs,1
717716,Eddie Rosario,Atlanta Braves,2
717716,Michael Harris II,Atlanta Braves,1
717716,Ozzie Albies,Atlanta Braves,1
717716,Ryan McMahon,Colorado Rockies,2
717714,Lane Thomas,Washington Nationals,1
717713,Francisco Lindor,New York Mets,1
717713,Jordan Walker,St. Louis Cardinals,1
717713,Nolan Arenado,St. Louis Cardinals,2
717713,Paul DeJong,St. Louis Cardinals,1
717713,Tommy Pham,New York Mets,1
717707,Corey Julks,Houston Astros,1
717707,Jake Fraley,Cincinnati Reds,1
717707,Jonathan India,Cincinnati Reds,1
717707,Spencer Steer,Cincinnati Reds,1
717712,Jared Walsh,Los Angeles Angels,1
717712,Mike Trout,Los Angeles Angels,1
717712,Shohei Ohtani,Los Angeles Angels,1
717711,Kerry Carpenter,Detroit Tigers,1
717711,Spencer Torkelson,Detroit Tigers,1
717710,Bryan Reynolds,Pittsburgh Pirates,1
717709,Jonah Heim,Texas Rangers,1
717709,Leody Taveras,Texas Rangers,1
717705,Aledmys Diaz,Oakland Athletics,1
717705,Kyle Schwarber,Philadelphia Phillies,1
717706,Christian Walker,Arizona Diamondbacks,1
717699,Brendan Donovan,St. Louis Cardinals,1
717699,Paul Goldschmidt,St. Louis Cardinals,1
717692,Bobby Witt Jr.,Kansas City Royals,1
717692,Kerry Carpenter,Detroit Tigers,1
717692,Maikel Garcia,Kansas City Royals,1
717700,Jorge Soler,Miami Marlins,1
717701,Elias Diaz,Colorado Rockies,1
717701,Joey Votto,Cincinnati Reds,1
717701,Kevin Newman,Cincinnati Reds,1
717701,Nick Senzel,Cincinnati Reds,1
717693,Christian Vazquez,Minnesota Twins,1
717693,Triston Casas,Boston Red Sox,1
717694,Daniel Vogelbach,New York Mets,1
717694,Francisco Lindor,New York Mets,1
717694,Yainer Diaz,Houston Astros,1
717695,Andrew Vaughn,Chicago White Sox,1
717695,Josh Jung,Texas Rangers,1
717695,Luis Robert Jr.,Chicago White Sox,1
717696,Alek Thomas,Arizona Diamondbacks,1
717696,Corbin Carroll,Arizona Diamondbacks,1
717697,David Villar,San Francisco Giants,1
717697,Juan Soto,San Diego Padres,2
717697,Mike Yastrzemski,San Francisco Giants,2
717687,Aaron Hicks,Baltimore Orioles,1
717687,Anthony Santander,Baltimore Orioles,1
717687,Ryan O'Hearn,Baltimore Orioles,1
717689,Austin Riley,Atlanta Braves,1
717689,Matt Olson,Atlanta Braves,1
717686,Mike Tauchman,Chicago Cubs,1
717686,Tucker Barnhart,Chicago Cubs,1
717691,Dylan Carlson,St. Louis Cardinals,2
717691,Paul DeJong,St. Louis Cardinals,1
717684,Billy McKinney,New York Yankees,1
717685,Elly De La Cruz,Cincinnati Reds,1
717685,Harold Castro,Colorado Rockies,1
717685,Jorge Alfaro,Colorado Rockies,1
717685,Nolan Jones,Colorado Rockies,1
717685,TJ Friedl,Cincinnati Reds,1
717685,Will Benson,Cincinnati Reds,1
717679,Tony Kemp,Oakland Athletics,1
717683,Adam Duvall,Boston Red Sox,1
717683,Byron Buxton,Minnesota Twins,1
717683,Christian Arroyo,Boston Red Sox,1
717683,Masataka Yoshida,Boston Red Sox,1
717683,Max Kepler,Minnesota Twins,1
717683,Royce Lewis,Minnesota Twins,1
717682,Alex Bregman,Houston Astros,1
717675,Adolis Garcia,Texas Rangers,1
717675,Eloy Jimenez,Chicago White Sox,1
717675,Elvis Andrus,Chicago White Sox,1
717680,Jesse Winker,Milwaukee Brewers,1
717680,Ketel Marte,Arizona Diamondbacks,1
717688,Fernando Tatis Jr.,San Diego Padres,1
717688,Joc Pederson,San Francisco Giants,1
717677,Gunnar Henderson,Baltimore Orioles,1
717677,Isaac Paredes,Tampa Bay Rays,1
717677,Ramon Urias,Baltimore Orioles,1
717677,Randy Arozarena,Tampa Bay Rays,1
717676,Matt Chapman,Toronto Blue Jays,1
717669,Brenton Doyle,Colorado Rockies,1
717669,Elehuris Montero,Colorado Rockies,1
717669,Jake Fraley,Cincinnati Reds,1
717669,Randal Grichuk,Colorado Rockies,1
717671,Nico Hoerner,Chicago Cubs,1
717668,Zack Short,Detroit Tigers,1
717670,Chas McCormick,Houston Astros,1
717670,Pete Alonso,New York Mets,1
717670,Yainer Diaz,Houston Astros,1
717672,Raimel Tapia,Milwaukee Brewers,1
717673,CJ Abrams,Washington Nationals,1
717666,Anthony Volpe,New York Yankees,1
