game_pk,date,away_team,home_team
718780,2023-03-30,Atlanta Braves,Washington Nationals
718781,2023-03-30,San Francisco Giants,New York Yankees
718782,2023-03-30,Baltimore Orioles,Boston Red Sox
718777,2023-03-30,Milwaukee Brewers,Chicago Cubs
718776,2023-03-30,Detroit Tigers,Tampa Bay Rays
718779,2023-03-30,Philadelphia Phillies,Texas Rangers
718773,2023-03-30,Pittsburgh Pirates,Cincinnati Reds
718772,2023-03-30,Toronto Blue Jays,St. Louis Cardinals
718775,2023-03-30,Minnesota Twins,Kansas City Royals
718774,2023-03-30,New York Mets,Miami Marlins
718768,2023-03-30,Chicago White Sox,Houston Astros
718778,2023-03-30,Colorado Rockies,San Diego Padres
718769,2023-03-30,Los Angeles Angels,Oakland Athletics
718770,2023-03-30,Arizona Diamondbacks,Los Angeles Dodgers
718767,2023-03-30,Cleveland Guardians,Seattle Mariners
718771,2023-03-31,New York Mets,Miami Marlins
718764,2023-03-31,Chicago White Sox,Houston Astros
718766,2023-03-31,Colorado Rockies,San Diego Padres
718765,2023-03-31,Arizona Diamondbacks,Los Angeles Dodgers
718763,2023-03-31,Cleveland Guardians,Seattle Mariners
718760,2023-04-01,Chicago White Sox,Houston Astros
718759,2023-04-01,Toronto Blue Jays,St. Louis Cardinals
718758,2023-04-01,Milwaukee Brewers,Chicago Cubs
718752,2023-04-01,Philadelphia Phillies,Texas Rangers
718753,2023-04-01,Atlanta Braves,Washington Nationals
718762,2023-04-01,San Francisco Giants,New York Yankees
718757,2023-04-01,Los Angeles Angels,Oakland Athletics
718761,2023-04-01,Baltimore Orioles,Boston Red Sox
718756,2023-04-01,Pittsburgh Pirates,Cincinnati Reds
718754,2023-04-01,Detroit Tigers,Tampa Bay Rays
718751,2023-04-01,Minnesota Twins,Kansas City Royals
718755,2023-04-01,New York Mets,Miami Marlins
718750,2023-04-01,Colorado Rockies,San Diego Padres
718749,2023-04-01,Arizona Diamondbacks,Los Angeles Dodgers
718746,2023-04-01,Cleveland Guardians,Seattle Mariners
718742,2023-04-02,Detroit Tigers,Tampa Bay Rays
718748,2023-04-02,Baltimore Orioles,Boston Red Sox
718743,2023-04-02,Atlanta Braves,Washington Nationals
718747,2023-04-02,San Francisco Giants,New York Yankees
718744,2023-04-02,Pittsburgh Pirates,Cincinnati Reds
718741,2023-04-02,New York Mets,Miami Marlins
718745,2023-04-02,Minnesota Twins,Kansas City Royals
718740,2023-04-02,Chicago White Sox,Houston Astros
718737,2023-04-02,Toronto Blue Jays,St. Louis Cardinals
718738,2023-04-02,Milwaukee Brewers,Chicago Cubs
718734,2023-04-02,Los Angeles Angels,Oakland Athletics
718736,2023-04-02,Arizona Diamondbacks,Los Angeles Dodgers
718733,2023-04-02,Colorado Rockies,San Diego Padres
718735,2023-04-02,Cleveland Guardians,Seattle Mariners
718739,2023-04-02,Philadelphia Phillies,Texas Rangers
718731,2023-04-03,New York Mets,Milwaukee Brewers
718730,2023-04-03,San Francisco Giants,Chicago White Sox
718728,2023-04-03,Chicago Cubs,Cincinnati Reds
718729,2023-04-03,Minnesota Twins,Miami Marlins
718732,2023-04-03,Tampa Bay Rays,Washington Nationals
718725,2023-04-03,Philadelphia Phillies,New York Yankees
718724,2023-04-03,Pittsburgh Pirates,Boston Red Sox
718719,2023-04-03,Toronto Blue Jays,Kansas City Royals
718727,2023-04-03,Atlanta Braves,St. Louis Cardinals
718726,2023-04-03,Baltimore Orioles,Texas Rangers
718723,2023-04-03,Detroit Tigers,Houston Astros
718721,2023-04-03,Cleveland Guardians,Oakland Athletics
718722,2023-04-03,Arizona Diamondbacks,San Diego Padres
718720,2023-04-03,Los Angeles Angels,Seattle Mariners
718718,2023-04-03,Colorado Rockies,Los Angeles Dodgers
718717,2023-04-04,Arizona Diamondbacks,San Diego Padres
718716,2023-04-04,Chicago Cubs,Cincinnati Reds
718714,2023-04-04,Minnesota Twins,Miami Marlins
718715,2023-04-04,Tampa Bay Rays,Washington Nationals
718710,2023-04-04,Philadelphia Phillies,New York Yankees
718713,2023-04-04,Pittsburgh Pirates,Boston Red Sox
718708,2023-04-04,Toronto Blue Jays,Kansas City Royals
718712,2023-04-04,New York Mets,Milwaukee Brewers
718711,2023-04-04,Atlanta Braves,St. Louis Cardinals
718709,2023-04-04,Baltimore Orioles,Texas Rangers
718705,2023-04-04,Detroit Tigers,Houston Astros
718707,2023-04-04,Cleveland Guardians,Oakland Athletics
718706,2023-04-04,Los Angeles Angels,Seattle Mariners
718703,2023-04-04,Colorado Rockies,Los Angeles Dodgers
718704,2023-04-05,Tampa Bay Rays,Washington Nationals
718699,2023-04-05,Philadelphia Phillies,New York Yankees
718701,2023-04-05,Minnesota Twins,Miami Marlins
718697,2023-04-05,Atlanta Braves,St. Louis Cardinals
718702,2023-04-05,Pittsburgh Pirates,Boston Red Sox
718698,2023-04-05,New York Mets,Milwaukee Brewers
718694,2023-04-05,Baltimore Orioles,Texas Rangers
718696,2023-04-05,Detroit Tigers,Houston Astros
718695,2023-04-05,San Francisco Giants,Chicago White Sox
718689,2023-04-05,Cleveland Guardians,Oakland Athletics
718691,2023-04-05,Los Angeles Angels,Seattle Mariners
718692,2023-04-05,Toronto Blue Jays,Kansas City Royals
718700,2023-09-01,Chicago Cubs,Cincinnati Reds
718690,2023-04-06,Boston Red Sox,Detroit Tigers
718686,2023-04-06,Toronto Blue Jays,Kansas City Royals
718687,2023-04-06,San Francisco Giants,Chicago White Sox
718682,2023-04-06,Washington Nationals,Colorado Rockies
718681,2023-04-06,San Diego Padres,Atlanta Braves
718683,2023-04-06,Los Angeles Dodgers,Arizona Diamondbacks
718693,2023-04-07,Miami Marlins,New York Mets
718685,2023-04-07,Cincinnati Reds,Philadelphia Phillies
718688,2023-04-07,New York Yankees,Baltimore Orioles
718684,2023-04-07,Houston Astros,Minnesota Twins
718693,2023-04-07,Miami Marlins,New York Mets
718675,2023-04-07,Texas Rangers,Chicago Cubs
718685,2023-04-07,Cincinnati Reds,Philadelphia Phillies
718688,2023-04-07,New York Yankees,Baltimore Orioles
718677,2023-04-07,Seattle Mariners,Cleveland Guardians
718684,2023-04-07,Houston Astros,Minnesota Twins
718679,2023-04-07,Chicago White Sox,Pittsburgh Pirates
718680,2023-04-07,Kansas City Royals,San Francisco Giants
718678,2023-04-07,Oakland Athletics,Tampa Bay Rays
718676,2023-04-07,San Diego Padres,Atlanta Braves
718674,2023-04-07,St. Louis Cardinals,Milwaukee Brewers
718673,2023-04-07,Washington Nationals,Colorado Rockies
718670,2023-04-07,Toronto Blue Jays,Los Angeles Angels
718671,2023-04-07,Los Angeles Dodgers,Arizona Diamondbacks
718666,2023-04-08,Houston Astros,Minnesota Twins
718672,2023-04-08,Kansas City Royals,San Francisco Giants
718669,2023-04-08,Texas Rangers,Chicago Cubs
718668,2023-04-08,Cincinnati Reds,Philadelphia Phillies
718667,2023-04-08,Boston Red Sox,Detroit Tigers
718665,2023-04-08,Oakland Athletics,Tampa Bay Rays
718661,2023-04-08,Miami Marlins,New York Mets
718663,2023-04-08,Seattle Mariners,Cleveland Guardians
718662,2023-04-08,Chicago White Sox,Pittsburgh Pirates
718664,2023-04-08,New York Yankees,Baltimore Orioles
718660,2023-04-08,St. Louis Cardinals,Milwaukee Brewers
718659,2023-04-08,San Diego Padres,Atlanta Braves
718656,2023-04-08,Los Angeles Dodgers,Arizona Diamondbacks
718658,2023-04-08,Washington Nationals,Colorado Rockies
718657,2023-04-08,Toronto Blue Jays,Los Angeles Angels
718652,2023-04-09,Cincinnati Reds,Philadelphia Phillies
718654,2023-04-09,Boston Red Sox,Detroit Tigers
718655,2023-04-09,Oakland Athletics,Tampa Bay Rays
718653,2023-04-09,Chicago White Sox,Pittsburgh Pirates
718651,2023-04-09,New York Yankees,Baltimore Orioles
718646,2023-04-09,Seattle Mariners,Cleveland Guardians
718647,2023-04-09,Miami Marlins,New York Mets
718649,2023-04-09,Houston Astros,Minnesota Twins
718650,2023-04-09,St. Louis Cardinals,Milwaukee Brewers
718642,2023-04-09,Texas Rangers,Chicago Cubs
718645,2023-04-09,Washington Nationals,Colorado Rockies
718643,2023-04-09,Kansas City Royals,San Francisco Giants
718644,2023-04-09,Toronto Blue Jays,Los Angeles Angels
718639,2023-04-09,Los Angeles Dodgers,Arizona Diamondbacks
718648,2023-04-09,San Diego Padres,Atlanta Braves
718640,2023-04-10,Chicago White Sox,Minnesota Twins
718637,2023-04-10,New York Yankees,Cleveland Guardians
718635,2023-04-10,Oakland Athletics,Baltimore Orioles
718632,2023-04-10,Houston Astros,Pittsburgh Pirates
718638,2023-04-10,Boston Red Sox,Tampa Bay Rays
718633,2023-04-10,Miami Marlins,Philadelphia Phillies
718634,2023-04-10,San Diego Padres,New York Mets
718636,2023-04-10,Cincinnati Reds,Atlanta Braves
718628,2023-04-10,Seattle Mariners,Chicago Cubs
718630,2023-04-10,Kansas City Royals,Texas Rangers
718629,2023-04-10,St. Louis Cardinals,Colorado Rockies
718631,2023-04-10,Washington Nationals,Los Angeles Angels
718627,2023-04-10,Milwaukee Brewers,Arizona Diamondbacks
718641,2023-04-10,Los Angeles Dodgers,San Francisco Giants
718626,2023-04-11,New York Yankees,Cleveland Guardians
718618,2023-04-11,Oakland Athletics,Baltimore Orioles
718623,2023-04-11,Houston Astros,Pittsburgh Pirates
718625,2023-04-11,Boston Red Sox,Tampa Bay Rays
718619,2023-04-11,Miami Marlins,Philadelphia Phillies
718622,2023-04-11,Detroit Tigers,Toronto Blue Jays
718621,2023-04-11,San Diego Padres,New York Mets
718620,2023-04-11,Cincinnati Reds,Atlanta Braves
718617,2023-04-11,Seattle Mariners,Chicago Cubs
718616,2023-04-11,Chicago White Sox,Minnesota Twins
718615,2023-04-11,Kansas City Royals,Texas Rangers
718613,2023-04-11,St. Louis Cardinals,Colorado Rockies
718614,2023-04-11,Washington Nationals,Los Angeles Angels
718611,2023-04-11,Milwaukee Brewers,Arizona Diamondbacks
718624,2023-04-11,Los Angeles Dodgers,San Francisco Giants
718608,2023-04-12,Houston Astros,Pittsburgh Pirates
718610,2023-04-12,San Diego Padres,New York Mets
718605,2023-04-12,Chicago White Sox,Minnesota Twins
718604,2023-04-12,New York Yankees,Cleveland Guardians
718606,2023-04-12,Seattle Mariners,Chicago Cubs
718607,2023-04-12,St. Louis Cardinals,Colorado Rockies
718598,2023-04-12,Milwaukee Brewers,Arizona Diamondbacks
718609,2023-04-12,Miami Marlins,Philadelphia Phillies
718602,2023-04-12,Washington Nationals,Los Angeles Angels
718599,2023-04-12,Oakland Athletics,Baltimore Orioles
718600,2023-04-12,Boston Red Sox,Tampa Bay Rays
718603,2023-04-12,Detroit Tigers,Toronto Blue Jays
718601,2023-04-12,Cincinnati Reds,Atlanta Braves
718595,2023-04-12,Kansas City Royals,Texas Rangers
718612,2023-04-12,Los Angeles Dodgers,San Francisco Giants
718596,2023-04-13,Oakland Athletics,Baltimore Orioles
718594,2023-04-13,Boston Red Sox,Tampa Bay Rays
718597,2023-04-13,Philadelphia Phillies,Cincinnati Reds
718590,2023-04-13,Minnesota Twins,New York Yankees
718593,2023-04-13,Detroit Tigers,Toronto Blue Jays
718591,2023-04-13,Pittsburgh Pirates,St. Louis Cardinals
718589,2023-04-13,Milwaukee Brewers,San Diego Padres
718585,2023-04-14,San Francisco Giants,Detroit Tigers
718586,2023-04-14,Philadelphia Phillies,Cincinnati Reds
718584,2023-04-14,Arizona Diamondbacks,Miami Marlins
718592,2023-04-14,Cleveland Guardians,Washington Nationals
718588,2023-04-14,Minnesota Twins,New York Yankees
718587,2023-04-14,Tampa Bay Rays,Toronto Blue Jays
718580,2023-04-14,Los Angeles Angels,Boston Red Sox
718583,2023-04-14,Baltimore Orioles,Chicago White Sox
718581,2023-04-14,Texas Rangers,Houston Astros
718579,2023-04-14,Atlanta Braves,Kansas City Royals
718582,2023-04-14,Pittsburgh Pirates,St. Louis Cardinals
718578,2023-04-14,New York Mets,Oakland Athletics
718574,2023-04-14,Milwaukee Brewers,San Diego Padres
718575,2023-04-14,Chicago Cubs,Los Angeles Dodgers
718577,2023-04-14,Colorado Rockies,Seattle Mariners
718572,2023-04-15,Minnesota Twins,New York Yankees
718571,2023-04-15,San Francisco Giants,Detroit Tigers
718570,2023-04-15,Baltimore Orioles,Chicago White Sox
718568,2023-04-15,Pittsburgh Pirates,St. Louis Cardinals
718569,2023-04-15,Tampa Bay Rays,Toronto Blue Jays
718573,2023-04-15,Cleveland Guardians,Washington Nationals
718560,2023-04-15,Milwaukee Brewers,San Diego Padres
718565,2023-04-15,New York Mets,Oakland Athletics
718576,2023-04-15,Los Angeles Angels,Boston Red Sox
718566,2023-04-15,Philadelphia Phillies,Cincinnati Reds
718563,2023-04-15,Atlanta Braves,Kansas City Royals
718567,2023-04-15,Arizona Diamondbacks,Miami Marlins
718562,2023-04-15,Texas Rangers,Houston Astros
718564,2023-04-15,Chicago Cubs,Los Angeles Dodgers
718561,2023-04-15,Colorado Rockies,Seattle Mariners
718559,2023-04-16,Los Angeles Angels,Boston Red Sox
718555,2023-04-16,Cleveland Guardians,Washington Nationals
718557,2023-04-16,Minnesota Twins,New York Yankees
718556,2023-04-16,Tampa Bay Rays,Toronto Blue Jays
718554,2023-04-16,Philadelphia Phillies,Cincinnati Reds
718550,2023-04-16,Arizona Diamondbacks,Miami Marlins
718551,2023-04-16,Atlanta Braves,Kansas City Royals
718553,2023-04-16,Baltimore Orioles,Chicago White Sox
718548,2023-04-16,Pittsburgh Pirates,St. Louis Cardinals
718546,2023-04-16,New York Mets,Oakland Athletics
718547,2023-04-16,Chicago Cubs,Los Angeles Dodgers
