game_pk,team,ks
717820,Chicago White Sox,7
717820,Miami Marlins,10
717817,Cincinnati Reds,4
717817,St. Louis Cardinals,6
717822,Minnesota Twins,17
717822,Toronto Blue Jays,6
717819,Colorado Rockies,7
717819,San Diego Padres,10
717818,Baltimore Orioles,9
717818,Kansas City Royals,8
717812,New York Mets,10
717812,Pittsburgh Pirates,9
717811,Los Angeles Dodgers,9
717811,Philadelphia Phillies,10
717813,Tampa Bay Rays,10
717813,Texas Rangers,9
717816,Atlanta Braves,8
717816,Washington Nationals,4
717814,Milwaukee Brewers,8
717814,Oakland Athletics,10
717815,Cleveland Guardians,10
717815,Houston Astros,8
717826,Chicago Cubs,11
717826,San Francisco Giants,4
717825,Boston Red Sox,7
717825,New York Yankees,7
717809,Los Angeles Angels,13
717809,Seattle Mariners,13
717804,Arizona Diamondbacks,7
717804,Detroit Tigers,9
717802,Cleveland Guardians,7
717802,Houston Astros,14
717808,Baltimore Orioles,3
717808,Kansas City Royals,9
717803,New York Mets,9
717803,Pittsburgh Pirates,7
717806,Los Angeles Dodgers,9
717806,Philadelphia Phillies,10
717807,Atlanta Braves,7
717807,Washington Nationals,4
717805,Minnesota Twins,11
717805,Toronto Blue Jays,8
717801,Tampa Bay Rays,7
717801,Texas Rangers,7
717795,Chicago White Sox,13
717795,Miami Marlins,9
717800,Milwaukee Brewers,8
717800,Oakland Athletics,9
717797,Cincinnati Reds,5
717797,St. Louis Cardinals,10
717798,Colorado Rockies,13
717798,San Diego Padres,6
717796,Chicago Cubs,7
717796,San Francisco Giants,6
717799,Los Angeles Angels,8
717799,Seattle Mariners,9
717810,Boston Red Sox,4
717810,New York Yankees,6
717790,Atlanta Braves,5
717790,Detroit Tigers,13
717794,Boston Red Sox,6
717794,Colorado Rockies,11
717791,San Francisco Giants,6
717791,St. Louis Cardinals,6
717792,Los Angeles Angels,7
717792,Texas Rangers,14
717793,Cincinnati Reds,10
717793,Kansas City Royals,9
717789,Oakland Athletics,8
717789,Tampa Bay Rays,9
717785,Arizona Diamondbacks,7
717785,Philadelphia Phillies,9
717786,Miami Marlins,7
717786,Seattle Mariners,6
717787,Baltimore Orioles,11
717787,Toronto Blue Jays,8
717788,Boston Red Sox,8
717788,Colorado Rockies,10
717779,New York Mets,8
717779,New York Yankees,9
717783,Milwaukee Brewers,14
717783,Minnesota Twins,11
717781,San Francisco Giants,8
717781,St. Louis Cardinals,10
717782,Chicago Cubs,6
717782,Pittsburgh Pirates,8
717780,Los Angeles Angels,8
717780,Texas Rangers,7
717777,Cincinnati Reds,5
717777,Kansas City Royals,5
717778,Houston Astros,8
717778,Washington Nationals,5
717772,Cleveland Guardians,9
717772,San Diego Padres,6
717774,Oakland Athletics,7
717774,Tampa Bay Rays,4
717775,Arizona Diamondbacks,7
717775,Philadelphia Phillies,6
717773,Miami Marlins,10
717773,Seattle Mariners,7
717776,Chicago White Sox,10
717776,Los Angeles Dodgers,10
717784,Atlanta Braves,6
717784,Detroit Tigers,8
717770,Atlanta Braves,6
717770,Detroit Tigers,10
717784,Atlanta Braves,6
717784,Detroit Tigers,8
717771,Milwaukee Brewers,12
717771,Minnesota Twins,7
717767,San Francisco Giants,14
717767,St. Louis Cardinals,17
717769,Baltimore Orioles,6
717769,Toronto Blue Jays,1
717768,Boston Red Sox,8
717768,Colorado Rockies,9
717766,New York Mets,12
717766,New York Yankees,10
717763,Chicago Cubs,11
717763,Pittsburgh Pirates,9
717765,Los Angeles Angels,9
717765,Texas Rangers,8
717764,Cincinnati Reds,8
717764,Kansas City Royals,6
717762,Houston Astros,7
717762,Washington Nationals,8
717758,Cleveland Guardians,5
717758,San Diego Padres,8
717761,Oakland Athletics,11
717761,Tampa Bay Rays,10
717757,Arizona Diamondbacks,10
717757,Philadelphia Phillies,12
717759,Miami Marlins,11
717759,Seattle Mariners,9
717760,Chicago White Sox,8
717760,Los Angeles Dodgers,9
717753,Baltimore Orioles,10
717753,Toronto Blue Jays,11
717756,Oakland Athletics,17
717756,Tampa Bay Rays,9
717755,Arizona Diamondbacks,13
717755,Philadelphia Phillies,10
717752,Detroit Tigers,8
717752,Minnesota Twins,11
717754,Atlanta Braves,4
717754,Colorado Rockies,12
717747,Chicago Cubs,11
717747,Pittsburgh Pirates,10
717751,Los Angeles Angels,11
717751,Texas Rangers,7
717746,Houston Astros,10
717746,Washington Nationals,6
717750,Cleveland Guardians,8
717750,San Diego Padres,7
717748,Chicago White Sox,16
717748,Los Angeles Dodgers,16
717744,Baltimore Orioles,7
717744,Chicago Cubs,4
717749,Miami Marlins,6
717749,Washington Nationals,7
717743,New York Mets,3
717743,St. Louis Cardinals,12
717742,Boston Red Sox,5
717742,New York Yankees,5
717745,Atlanta Braves,6
717745,Colorado Rockies,10
717741,Texas Rangers,8
717741,Toronto Blue Jays,7
717737,Cincinnati Reds,5
717737,Houston Astros,4
717736,Kansas City Royals,8
717736,Los Angeles Angels,10
717738,Detroit Tigers,8
717738,Minnesota Twins,10
717740,Milwaukee Brewers,9
717740,Pittsburgh Pirates,7
717739,Arizona Diamondbacks,6
717739,Cleveland Guardians,9
717732,San Diego Padres,6
717732,Tampa Bay Rays,10
717735,Oakland Athletics,11
717735,Philadelphia Phillies,10
717731,Los Angeles Dodgers,11
717731,San Francisco Giants,8
717733,Chicago White Sox,16
717733,Seattle Mariners,8
717728,Detroit Tigers,5
717728,Minnesota Twins,11
717729,Baltimore Orioles,9
717729,Chicago Cubs,8
717723,Texas Rangers,6
717723,Toronto Blue Jays,4
717734,Miami Marlins,7
717734,Washington Nationals,9
717725,Oakland Athletics,14
717725,Philadelphia Phillies,12
717727,Cincinnati Reds,8
717727,Houston Astros,4
717726,Kansas City Royals,7
717726,Los Angeles Angels,7
717718,New York Mets,8
717718,St. Louis Cardinals,10
717724,Atlanta Braves,5
717724,Colorado Rockies,9
717722,Chicago White Sox,10
717722,Seattle Mariners,13
717720,Milwaukee Brewers,11
717720,Pittsburgh Pirates,8
717717,San Diego Padres,6
717717,Tampa Bay Rays,17
717721,Los Angeles Dodgers,6
717721,San Francisco Giants,10
717719,Arizona Diamondbacks,5
717719,Cleveland Guardians,4
717730,Boston Red Sox,5
717730,New York Yankees,11
717708,Baltimore Orioles,3
717708,Chicago Cubs,11
717716,Atlanta Braves,8
717716,Colorado Rockies,15
717714,Miami Marlins,5
717714,Washington Nationals,7
717730,Boston Red Sox,5
717730,New York Yankees,11
717715,Boston Red Sox,12
717715,New York Yankees,11
717713,New York Mets,5
717713,St. Louis Cardinals,8
717707,Cincinnati Reds,9
717707,Houston Astros,5
717712,Kansas City Royals,8
717712,Los Angeles Angels,7
717711,Detroit Tigers,7
717711,Minnesota Twins,14
717710,Milwaukee Brewers,8
717710,Pittsburgh Pirates,11
717709,Texas Rangers,6
717709,Toronto Blue Jays,7
717705,Oakland Athletics,12
717705,Philadelphia Phillies,10
717706,Arizona Diamondbacks,8
717706,Cleveland Guardians,5
717702,Los Angeles Dodgers,8
717702,San Francisco Giants,11
717703,San Diego Padres,8
717703,Tampa Bay Rays,5
717704,Chicago White Sox,7
717704,Seattle Mariners,18
717699,St. Louis Cardinals,9
717699,Washington Nationals,6
717692,Detroit Tigers,4
717692,Kansas City Royals,12
717700,Miami Marlins,8
717700,Toronto Blue Jays,10
717698,Chicago Cubs,10
717698,Pittsburgh Pirates,7
717701,Cincinnati Reds,9
717701,Colorado Rockies,12
717693,Boston Red Sox,9
717693,Minnesota Twins,11
717694,Houston Astros,8
717694,New York Mets,11
717695,Chicago White Sox,9
717695,Texas Rangers,10
717696,Arizona Diamondbacks,4
717696,Milwaukee Brewers,8
717697,San Diego Padres,8
717697,San Francisco Giants,4
717681,Detroit Tigers,4
717681,Kansas City Royals,10
717687,Baltimore Orioles,13
717687,Tampa Bay Rays,12
717689,Atlanta Braves,9
717689,Philadelphia Phillies,12
717690,Miami Marlins,7
717690,Toronto Blue Jays,15
717686,Chicago Cubs,6
717686,Pittsburgh Pirates,7
717691,St. Louis Cardinals,9
717691,Washington Nationals,7
717684,New York Yankees,6
717684,Seattle Mariners,10
717685,Cincinnati Reds,6
717685,Colorado Rockies,11
717679,Cleveland Guardians,8
717679,Oakland Athletics,8
717683,Boston Red Sox,5
717683,Minnesota Twins,9
717682,Houston Astros,6
717682,New York Mets,10
717675,Chicago White Sox,6
717675,Texas Rangers,11
717680,Arizona Diamondbacks,7
717680,Milwaukee Brewers,10
717688,San Diego Padres,9
717688,San Francisco Giants,6
717678,Los Angeles Angels,9
717678,Los Angeles Dodgers,9
717677,Baltimore Orioles,11
717677,Tampa Bay Rays,11
717676,Miami Marlins,9
717676,Toronto Blue Jays,8
717669,Cincinnati Reds,8
717669,Colorado Rockies,15
717671,Chicago Cubs,9
717671,Pittsburgh Pirates,6
717668,Detroit Tigers,3
717668,Kansas City Royals,11
717670,Houston Astros,7
717670,New York Mets,14
717672,Arizona Diamondbacks,7
717672,Milwaukee Brewers,8
717673,St. Louis Cardinals,5
717673,Washington Nationals,4
717666,New York Yankees,4
717666,Seattle Mariners,6
717663,Cleveland Guardians,10
717663,Oakland Athletics,7
717665,Boston Red Sox,12
717665,Minnesota Twins,10
717667,Chicago White Sox,4
717667,Texas Rangers,10
717662,Los Angeles Angels,8
717662,Los Angeles Dodgers,13
717674,San Diego Padres,9
717674,San Francisco Giants,8
717847,Arizona Diamondbacks,8
717847,Washington Nationals,9
717657,Atlanta Braves,11
717657,Philadelphia Phillies,10
717660,Cleveland Guardians,8
717660,Oakland Athletics,7
717658,Boston Red Sox,9
717658,Minnesota Twins,5
717661,San Diego Padres,6
717661,San Francisco Giants,14
717659,Kansas City Royals,8
717659,Tampa Bay Rays,13
717654,Miami Marlins,5
717654,Pittsburgh Pirates,15
717652,New York Yankees,7
717652,Seattle Mariners,14
717649,Kansas City Royals,12
717649,Tampa Bay Rays,8
717647,Detroit Tigers,16
717647,Minnesota Twins,10
717650,Atlanta Braves,8
717650,Cincinnati Reds,11
717653,Miami Marlins,7
717653,Pittsburgh Pirates,10
717651,Baltimore Orioles,7
717651,Seattle Mariners,10
717656,New York Mets,10
717656,Philadelphia Phillies,7
717655,New York Yankees,4
717655,Texas Rangers,6
717646,Oakland Athletics,8
717646,Toronto Blue Jays,11
717648,Cleveland Guardians,6
717648,Milwaukee Brewers,11
717645,Boston Red Sox,17
717645,Chicago White Sox,6
717644,Colorado Rockies,7
717644,Los Angeles Angels,10
717642,San Diego Padres,5
717642,Washington Nationals,8
717643,Houston Astros,5
717643,Los Angeles Dodgers,8
717641,Arizona Diamondbacks,7
717641,San Francisco Giants,7
717637,Chicago Cubs,5
717637,St. Louis Cardinals,9
717628,Baltimore Orioles,7
717628,Seattle Mariners,9
717639,Arizona Diamondbacks,12
717639,San Francisco Giants,7
717635,New York Mets,8
717635,Philadelphia Phillies,10
717636,New York Yankees,8
717636,Texas Rangers,8
717634,Oakland Athletics,10
717634,Toronto Blue Jays,6
717632,Kansas City Royals,8
717632,Tampa Bay Rays,5
717631,Atlanta Braves,6
717631,Cincinnati Reds,10
717629,Boston Red Sox,11
717629,Chicago White Sox,7
717630,Miami Marlins,5
717630,Pittsburgh Pirates,9
717625,Cleveland Guardians,9
717625,Milwaukee Brewers,11
717626,Houston Astros,9
717626,Los Angeles Dodgers,8
717633,Detroit Tigers,11
717633,Minnesota Twins,13
717638,San Diego Padres,11
717638,Washington Nationals,5
717640,Colorado Rockies,12
717640,Los Angeles Angels,3
717623,Chicago Cubs,10
717623,St. Louis Cardinals,9
717621,Detroit Tigers,13
717621,Minnesota Twins,8
717627,Baltimore Orioles,6
717627,Seattle Mariners,11
717624,New York Mets,15
717624,Philadelphia Phillies,8
717622,New York Yankees,8
717622,Texas Rangers,10
717617,Oakland Athletics,9
717617,Toronto Blue Jays,9
717619,Kansas City Royals,17
717619,Tampa Bay Rays,5
717618,Atlanta Braves,5
717618,Cincinnati Reds,12
717620,Miami Marlins,6
717620,Pittsburgh Pirates,12
717613,Cleveland Guardians,6
717613,Milwaukee Brewers,9
717614,Boston Red Sox,10
717614,Chicago White Sox,7
717616,Colorado Rockies,13
717616,Los Angeles Angels,6
717612,Arizona Diamondbacks,6
717612,San Francisco Giants,8
717610,San Diego Padres,12
717610,Washington Nationals,5
717615,Houston Astros,7
717615,Los Angeles Dodgers,12
717611,Baltimore Orioles,5
717611,Cincinnati Reds,8
717607,Milwaukee Brewers,9
717607,New York Mets,4
717609,Atlanta Braves,8
717609,Minnesota Twins,12
717606,Detroit Tigers,8
717606,Texas Rangers,16
717608,Chicago White Sox,12
717608,Los Angeles Angels,12
717602,Seattle Mariners,9
717602,Washington Nationals,12
717601,Baltimore Orioles,10
717601,Cincinnati Reds,12
717603,Pittsburgh Pirates,9
717603,San Diego Padres,7
717604,San Francisco Giants,13
717604,Toronto Blue Jays,18
717605,Boston Red Sox,8
717605,Miami Marlins,10
717597,Milwaukee Brewers,11
717597,New York Mets,4
717600,Atlanta Braves,8
717600,Minnesota Twins,5
717598,Houston Astros,7
717598,St. Louis Cardinals,9
717599,Detroit Tigers,7
717599,Texas Rangers,5
717596,Chicago Cubs,12
717596,Philadelphia Phillies,11
717591,Cleveland Guardians,6
717591,Kansas City Royals,7
717594,Colorado Rockies,4
717594,Los Angeles Dodgers,4
717592,Chicago White Sox,13
717592,Los Angeles Angels,7
717590,Seattle Mariners,9
717590,Washington Nationals,12
717593,Arizona Diamondbacks,10
717593,Tampa Bay Rays,5
717595,New York Yankees,11
717595,Oakland Athletics,5
717588,Atlanta Braves,8
717588,Minnesota Twins,14
717587,Seattle Mariners,11
717587,Washington Nationals,6
717589,Baltimore Orioles,9
717589,Cincinnati Reds,13
717585,Pittsburgh Pirates,11
717585,San Diego Padres,8
717586,San Francisco Giants,9
717586,Toronto Blue Jays,8
717583,Boston Red Sox,6
717583,Miami Marlins,11
717581,Milwaukee Brewers,12
717581,New York Mets,8
717582,Houston Astros,8
717582,St. Louis Cardinals,10
717580,Detroit Tigers,10
717580,Texas Rangers,9
717584,Chicago Cubs,10
717584,Philadelphia Phillies,6
717577,Cleveland Guardians,8
717577,Kansas City Royals,12
717578,Colorado Rockies,7
717578,Los Angeles Dodgers,13
717576,Chicago White Sox,4
717576,Los Angeles Angels,12
717575,Arizona Diamondbacks,8
717575,Tampa Bay Rays,4
717571,Pittsburgh Pirates,6
717571,San Diego Padres,6
717570,Detroit Tigers,12
717570,Texas Rangers,6
717573,Cleveland Guardians,4
717573,Kansas City Royals,12
717574,New York Yankees,5
717574,Oakland Athletics,6
717568,Arizona Diamondbacks,9
717568,Tampa Bay Rays,12
717560,Chicago White Sox,16
717560,Los Angeles Angels,10
717569,Boston Red Sox,14
717569,Miami Marlins,7
717564,San Francisco Giants,15
717564,Toronto Blue Jays,4
717565,Milwaukee Brewers,10
717565,New York Mets,7
717566,Houston Astros,8
717566,St. Louis Cardinals,3
717567,Chicago Cubs,9
717567,Philadelphia Phillies,5
717572,Colorado Rockies,9
717572,Los Angeles Dodgers,11
717559,Chicago Cubs,3
717559,Cleveland Guardians,8
717557,Cincinnati Reds,10
717557,San Diego Padres,9
717563,Philadelphia Phillies,12
717563,Washington Nationals,11
717561,Baltimore Orioles,9
717561,Minnesota Twins,11
717562,Milwaukee Brewers,5
717562,Pittsburgh Pirates,12
717555,Boston Red Sox,11
717555,Toronto Blue Jays,9
717556,New York Mets,9
717556,San Francisco Giants,11
717558,Atlanta Braves,5
717558,Miami Marlins,10
717554,Houston Astros,4
717554,Texas Rangers,7
717552,Colorado Rockies,8
717552,Detroit Tigers,10
717553,Kansas City Royals,8
717553,Los Angeles Dodgers,6
717549,Arizona Diamondbacks,11
717549,Los Angeles Angels,10
717551,Chicago White Sox,7
717551,Oakland Athletics,6
717548,Seattle Mariners,6
717548,Tampa Bay Rays,8
717550,New York Yankees,4
717550,St. Louis Cardinals,10
717539,Cincinnati Reds,6
717539,San Diego Padres,5
717545,New York Yankees,5
717545,St. Louis Cardinals,4
717550,New York Yankees,4
717550,St. Louis Cardinals,10
717547,Boston Red Sox,11
717547,Toronto Blue Jays,12
717542,Houston Astros,6
717542,Texas Rangers,11
717541,Baltimore Orioles,8
717541,Minnesota Twins,13
717543,Philadelphia Phillies,6
717543,Washington Nationals,7
717540,Milwaukee Brewers,4
717540,Pittsburgh Pirates,9
717538,Chicago White Sox,12
717538,Oakland Athletics,10
717535,New York Mets,6
717535,San Francisco Giants,7
717536,Atlanta Braves,5
717536,Miami Marlins,6
717546,Chicago Cubs,13
717546,Cleveland Guardians,13
717537,Kansas City Royals,6
717537,Los Angeles Dodgers,7
717534,Seattle Mariners,13
717534,Tampa Bay Rays,10
717544,Colorado Rockies,9
717544,Detroit Tigers,4
717533,Arizona Diamondbacks,8
717533,Los Angeles Angels,9
717529,Baltimore Orioles,10
717529,Minnesota Twins,6
717528,Philadelphia Phillies,3
717528,Washington Nationals,6
717532,Atlanta Braves,10
717532,Miami Marlins,12
717531,Milwaukee Brewers,11
717531,Pittsburgh Pirates,4
717530,Boston Red Sox,15
717530,Toronto Blue Jays,9
717526,Cincinnati Reds,6
717526,San Diego Padres,13
717527,Kansas City Royals,7
717527,Los Angeles Dodgers,7
717524,New York Yankees,8
717524,St. Louis Cardinals,7
717520,Houston Astros,12
717520,Texas Rangers,11
717523,Colorado Rockies,9
717523,Detroit Tigers,5
717522,Arizona Diamondbacks,12
717522,Los Angeles Angels,13
717518,Chicago White Sox,9
717518,Oakland Athletics,9
717519,Seattle Mariners,8
717519,Tampa Bay Rays,10
717521,Chicago Cubs,6
717521,Cleveland Guardians,10
717525,New York Mets,6
717525,San Francisco Giants,13
717514,Houston Astros,7
717514,Texas Rangers,7
717511,Chicago Cubs,9
717511,Milwaukee Brewers,7
717517,Cincinnati Reds,8
717517,Washington Nationals,5
717515,Miami Marlins,3
717515,St. Louis Cardinals,11
717513,Baltimore Orioles,11
717513,New York Yankees,5
717512,Atlanta Braves,4
717512,Cleveland Guardians,2
717510,Kansas City Royals,13
717510,Minnesota Twins,7
717505,Los Angeles Angels,11
717505,San Diego Padres,8
717516,San Francisco Giants,11
717516,Seattle Mariners,12
717506,Los Angeles Dodgers,10
717506,Pittsburgh Pirates,8
717507,Cincinnati Reds,4
717507,Washington Nationals,8
717508,Baltimore Orioles,10
717508,New York Yankees,8
717502,Miami Marlins,7
717502,St. Louis Cardinals,10
717501,Boston Red Sox,8
717501,Texas Rangers,5
717500,Kansas City Royals,9
717500,Minnesota Twins,6
717504,Colorado Rockies,8
717504,Houston Astros,5
717498,Arizona Diamondbacks,12
717498,New York Mets,9
717499,Philadelphia Phillies,12
717499,Tampa Bay Rays,14
717503,Chicago Cubs,12
717503,Milwaukee Brewers,10
717509,San Francisco Giants,7
717509,Seattle Mariners,8
717494,Detroit Tigers,10
717494,Oakland Athletics,12
717497,Los Angeles Angels,14
717497,San Diego Padres,8
717495,Atlanta Braves,9
717495,Cleveland Guardians,6
717496,Chicago White Sox,9
717496,Toronto Blue Jays,6
717492,Los Angeles Dodgers,10
717492,Pittsburgh Pirates,12
717489,Colorado Rockies,9
717489,Houston Astros,6
717485,Detroit Tigers,8
717485,Oakland Athletics,10
717491,Philadelphia Phillies,9
717491,Tampa Bay Rays,11
717488,Miami Marlins,5
717488,St. Louis Cardinals,13
717493,Cincinnati Reds,9
717493,Washington Nationals,4
717487,Baltimore Orioles,3
717487,New York Yankees,12
717484,Boston Red Sox,3
717484,Texas Rangers,4
717486,Atlanta Braves,8
717486,Cleveland Guardians,7
717482,Kansas City Royals,12
717482,Minnesota Twins,9
717483,Chicago Cubs,6
717483,Milwaukee Brewers,7
717478,Los Angeles Angels,8
717478,San Diego Padres,8
717490,San Francisco Giants,5
717490,Seattle Mariners,9
717477,Arizona Diamondbacks,13
717477,New York Mets,6
717479,Los Angeles Dodgers,7
717479,Pittsburgh Pirates,12
717480,Chicago White Sox,7
717480,Toronto Blue Jays,5
717481,Cincinnati Reds,8
717481,Washington Nationals,8
717476,Detroit Tigers,9
717476,Oakland Athletics,9
717474,Chicago Cubs,16
717474,Milwaukee Brewers,11
717468,Chicago White Sox,13
717468,Toronto Blue Jays,17
717480,Chicago White Sox,7
717480,Toronto Blue Jays,5
717472,Philadelphia Phillies,14
717472,Tampa Bay Rays,9
717473,Miami Marlins,7
717473,St. Louis Cardinals,10
717475,Baltimore Orioles,5
717475,New York Yankees,6
717469,Cleveland Guardians,7
717469,Kansas City Royals,8
717471,Boston Red Sox,6
717471,Texas Rangers,8
717467,Houston Astros,5
717467,Seattle Mariners,11
717470,Arizona Diamondbacks,4
717470,New York Mets,7
717462,Los Angeles Dodgers,8
717462,Pittsburgh Pirates,13
717457,Detroit Tigers,11
717457,Toronto Blue Jays,3
717460,Atlanta Braves,12
717460,Tampa Bay Rays,11
717466,Miami Marlins,9
717466,Philadelphia Phillies,10
717465,Texas Rangers,7
717465,Washington Nationals,8
717464,Chicago Cubs,7
717464,New York Yankees,5
717463,Cleveland Guardians,4
717463,Kansas City Royals,10
717461,Boston Red Sox,12
717461,Oakland Athletics,11
717453,Houston Astros,4
717453,Seattle Mariners,13
717458,Baltimore Orioles,10
717458,Minnesota Twins,8
717455,Chicago White Sox,10
717455,St. Louis Cardinals,11
717459,Cincinnati Reds,13
717459,Milwaukee Brewers,9
717452,Arizona Diamondbacks,6
717452,Pittsburgh Pirates,7
717454,New York Mets,10
717454,San Diego Padres,4
717456,Los Angeles Angels,7
717456,Los Angeles Dodgers,5
717448,Colorado Rockies,8
717448,San Francisco Giants,1
717447,Chicago Cubs,6
717447,New York Yankees,6
717442,Detroit Tigers,10
717442,Toronto Blue Jays,7
717446,Baltimore Orioles,6
717446,Minnesota Twins,7
717445,Chicago White Sox,9
717445,St. Louis Cardinals,14
717451,Colorado Rockies,9
717451,San Francisco Giants,7
717450,Texas Rangers,4
717450,Washington Nationals,6
717443,Cleveland Guardians,5
717443,Kansas City Royals,10
717449,Boston Red Sox,7
717449,Oakland Athletics,6
717439,Arizona Diamondbacks,6
717439,Pittsburgh Pirates,15
717438,Miami Marlins,6
717438,Philadelphia Phillies,7
717444,Cincinnati Reds,9
717444,Milwaukee Brewers,8
717440,Houston Astros,6
717440,Seattle Mariners,10
717441,Atlanta Braves,7
717441,Tampa Bay Rays,13
717437,Los Angeles Angels,10
717437,Los Angeles Dodgers,6
717436,New York Mets,17
717436,San Diego Padres,12
717432,Texas Rangers,6
717432,Washington Nationals,7
717435,Boston Red Sox,6
717435,Oakland Athletics,10
717433,Chicago Cubs,11
717433,New York Yankees,7
717434,Cleveland Guardians,6
717434,Kansas City Royals,10
717431,Detroit Tigers,11
717431,Toronto Blue Jays,9
717429,Atlanta Braves,10
717429,Tampa Bay Rays,5
717426,Miami Marlins,8
717426,Philadelphia Phillies,11
717430,Houston Astros,9
717430,Seattle Mariners,7
717428,Baltimore Orioles,16
717428,Minnesota Twins,12
717424,Chicago White Sox,15
717424,St. Louis Cardinals,9
717427,Cincinnati Reds,14
717427,Milwaukee Brewers,5
717422,Colorado Rockies,10
717422,San Francisco Giants,1
717425,Arizona Diamondbacks,6
717425,Pittsburgh Pirates,10
717423,New York Mets,8
717423,San Diego Padres,10
717418,Philadelphia Phillies,12
717418,San Diego Padres,7
717416,Pittsburgh Pirates,8
717416,San Francisco Giants,4
717407,St. Louis Cardinals,10
717407,Washington Nationals,8
717417,Baltimore Orioles,6
717417,Miami Marlins,11
717420,Arizona Diamondbacks,11
717420,Toronto Blue Jays,3
717413,Los Angeles Dodgers,11
717413,New York Mets,10
717412,Cincinnati Reds,18
717412,Milwaukee Brewers,6
717414,Atlanta Braves,5
717414,Chicago White Sox,6
717419,Boston Red Sox,10
717419,Chicago Cubs,10
717415,Cleveland Guardians,7
717415,Texas Rangers,6
717410,Colorado Rockies,10
717410,New York Yankees,7
717405,Houston Astros,10
717405,Los Angeles Angels,9
717409,Minnesota Twins,14
717409,Oakland Athletics,10
717406,Detroit Tigers,9
717406,Seattle Mariners,13
717411,Kansas City Royals,10
717411,Tampa Bay Rays,13
717408,Philadelphia Phillies,11
717408,San Diego Padres,7
717397,Philadelphia Phillies,5
717397,San Diego Padres,5
717411,Kansas City Royals,10
717411,Tampa Bay Rays,13
717393,Kansas City Royals,6
717393,Tampa Bay Rays,8
717407,St. Louis Cardinals,10
717407,Washington Nationals,8
717403,Boston Red Sox,7
717403,Chicago Cubs,11
717404,Arizona Diamondbacks,8
717404,Toronto Blue Jays,7
717402,Cleveland Guardians,8
717402,Texas Rangers,8
717398,Pittsburgh Pirates,6
717398,San Francisco Giants,15
717401,Baltimore Orioles,9
717401,Miami Marlins,3
717399,Minnesota Twins,10
717399,Oakland Athletics,12
717392,Cincinnati Reds,12
717392,Milwaukee Brewers,9
717400,Los Angeles Dodgers,11
717400,New York Mets,8
717396,St. Louis Cardinals,4
717396,Washington Nationals,9
717395,Atlanta Braves,11
717395,Chicago White Sox,13
717394,Colorado Rockies,9
717394,New York Yankees,7
717389,Houston Astros,9
717389,Los Angeles Angels,17
717390,Detroit Tigers,11
717390,Seattle Mariners,12
717388,Pittsburgh Pirates,7
717388,San Francisco Giants,12
717387,Philadelphia Phillies,11
717387,San Diego Padres,10
717391,Atlanta Braves,12
717391,Chicago White Sox,8
717384,Baltimore Orioles,5
717384,Miami Marlins,8
717386,Arizona Diamondbacks,8
717386,Toronto Blue Jays,7
717383,Cincinnati Reds,7
717383,Milwaukee Brewers,9
717382,Kansas City Royals,2
717382,Tampa Bay Rays,4
717380,St. Louis Cardinals,4
717380,Washington Nationals,9
717376,Boston Red Sox,8
717376,Chicago Cubs,12
717377,Cleveland Guardians,7
717377,Texas Rangers,6
717378,Colorado Rockies,15
717378,New York Yankees,6
717379,Minnesota Twins,9
717379,Oakland Athletics,9
717373,Detroit Tigers,10
717373,Seattle Mariners,7
717385,Los Angeles Dodgers,7
717385,New York Mets,8
717381,Houston Astros,11
717381,Los Angeles Angels,10
717372,Baltimore Orioles,6
717372,Los Angeles Dodgers,5
717371,Cleveland Guardians,5
717371,Pittsburgh Pirates,12
717375,Cincinnati Reds,10
717375,San Francisco Giants,8
717374,Miami Marlins,4
717374,St. Louis Cardinals,5
717370,Chicago Cubs,10
717370,Washington Nationals,9
717367,Tampa Bay Rays,8
717367,Texas Rangers,10
717368,Detroit Tigers,9
717368,Kansas City Royals,8
717369,Los Angeles Angels,9
717369,New York Yankees,17
717366,Boston Red Sox,7
717366,Oakland Athletics,18
717365,Minnesota Twins,14
717365,Seattle Mariners,7
717375,Cincinnati Reds,10
717375,San Francisco Giants,8
717363,Milwaukee Brewers,7
717363,Philadelphia Phillies,7
717361,Baltimore Orioles,6
717361,Los Angeles Dodgers,11
717364,Cleveland Guardians,3
717364,Pittsburgh Pirates,11
717362,San Diego Padres,3
717362,Toronto Blue Jays,10
717360,Cincinnati Reds,13
717360,San Francisco Giants,14
717359,Chicago White Sox,9
717359,New York Mets,10
717358,Arizona Diamondbacks,6
717358,Atlanta Braves,5
717357,Miami Marlins,13
717357,St. Louis Cardinals,14
717353,Chicago Cubs,9
717353,Washington Nationals,10
717354,Tampa Bay Rays,2
717354,Texas Rangers,13
717356,Detroit Tigers,8
717356,Kansas City Royals,6
717355,Colorado Rockies,11
717355,Houston Astros,7
717352,Los Angeles Angels,13
717352,New York Yankees,9
717349,Boston Red Sox,8
717349,Oakland Athletics,9
717350,Minnesota Twins,12
717350,Seattle Mariners,7
717348,Cleveland Guardians,4
717348,Pittsburgh Pirates,7
717343,Baltimore Orioles,4
717343,Los Angeles Dodgers,6
717346,Tampa Bay Rays,10
717346,Texas Rangers,7
717351,Miami Marlins,4
717351,St. Louis Cardinals,7
717345,Colorado Rockies,9
717345,Houston Astros,8
717344,Boston Red Sox,9
717344,Oakland Athletics,9
717347,Milwaukee Brewers,5
